id:INTEGER,title,authors,date,edition,publisher,isbn-13,language,series,age range,pages,lexile
4003,Advanced Data Mining Techniques,David L. Olson;Dursun Delen;,2008/01/21,2008,Springer,9783540769163,English,,,180,
4821,Mining the Web: Discovering Knowledge from Hypertext Data,Soumen Chakrabarti;,2002/10/23,1,Morgan Kaufmann,9781558607545,English,,,344,
1521,Distributed Relational Database System of Occasionally Connected Databases,Pavel Bielecki;,2000,,PN,,,,,,
4543,"Alternative DNS Servers: Choice and Deployment, and Optional SQL/LDAP Back-Ends",Jan-Piet Mens;,2008/12/01,,UIT Cambridge Ltd.,9780954452995,English,,,640,
4844,"Microsoft® Office Excel 2010: A Case Approach, Introductory  ",Linda O'Leary;Timothy O'Leary;,2010/10/28,1,McGraw-Hill/Irwin,9780077331269,English,The O'Leary Series,,408,
348,OCP: Oracle Database 11g Administrator Certified Professional Certification Kit:  ,Biju Thomas;Robert G. Freeman;Charles A. Pack;,2009/04/13,1,Sybex,9780470395141,English,,,2040,
4604,"Proceedings of the Nineteenth Annual ACM Symposium on Principles of Distributed Computing: Portland, Oregon, USA, July 16-19, 2000",,2000,,Association for Computing Machinery,9781581131833,English,,,344,
3844,An Introduction to Database Systems/E-book  ,C. J. Date;C.J. Date;,2001/09/04,,Addison-Wesley Pub (Sd),9780201787221,English,,,,
2976,Designing Large-Scale Web Sites: A Visual Design Methodology,Darrell Sano;,1996/02/29,1,Wiley,9780471142768,English,,,312,
1800,Advanced Techniques in Knowledge Discovery and Data Mining  ,Nikhil Pal;,2005/06/14,,Springer,9781852338671,English,Advanced Information and Knowledge Processing,,256,
2769,"Data Structures, Algorithms and Applications in Java",Sartaj Sahni;,2000/03/01,International edition,McGraw-Hill Education (ISE Editions),9780071169004,English,,,872,
2326,Mastering SQL Server 2014 Data Mining,Debarchan Sarkar;Amarpreet Singh Bassan;,2014/10/27,,Packt Publishing - ebooks Account,9781849688949,English,,,386,
2003,Transactions on Large-Scale Data- and Knowledge-Centered Systems I  ,Abdelkader Hameurlain;Josef Küng;Roland Wagner;,2009/09/29,2009,Springer,9783642037214,English,Lecture Notes in Computer Science / Transactions on Large-Scale Data- and Knowledge-Centered Systems (Book 5740),,374,
1436,The Practical SQL Handbook: Using Structured Query Language,Judith S. Bowman;Sandra L. Emerson;Marcy Darnovsky;,1993/11,,Addison-Wesley (C),9780201626230,English,,,496,
3803,Oracle Net8 Configuration and Troubleshooting,Hugo Toledo;Jonathan Gennick;,2001/01/05,,O'Reilly Media,9781565927537,English,,,408,
4723,Data Mining and Knowledge Discovery Technologies  ,David Taniar;,2008/01/10,1,IGI Publishing,9781599049601,English,Advances in Data Warehousing and Mining,,379,
628,Marketing Analytics: Data-Driven Techniques with Microsoft Excel,Wayne L. Winston;,2014/01/13,1,Wiley,9781118373439,English,,,720,
1005,Programming ColdFusion,Rob Brooks-Bilson;,2001/08/13,1,O'Reilly Media,9781565926981,English,,,976,
4058,Professional Microsoft SQL Server 2012 Analysis Services with MDX and DAX,Sivakumar Harinath;Ronald Pihlgren;Denny Guang-Yeu Lee;,2012/10/02,1,Wrox,9781118101100,English,,,1176,
733,Decision Support and Data Warehouse Systems,Efrem G Mallach;,2000/01/13,1,McGraw-Hill/Irwin,9780072899818,English,,,684,
1416,SQL Server 2012 Administration Joes 2 Pros   Volume 2: A Database Administrator Tutorial on Administering Database Security with SQL Server 2012,Rick Morelan;,2013/09/01,,Joes 2 Pros International LLC,9781939666291,English,,,370,
3639,Expert Oracle Practices: Oracle Database Administration from the Oak Table  ,Pete Finnigan;Alex Gorbachev;Randolf Geist;,2010/01/19,1,Apress,9781430226680,English,Expert's Voice in Oracle,,592,
345,QuickBooks 2013: The Missing Manual: The Official Intuit Guide to QuickBooks 2013,Bonnie Biafore;,2012/11/08,1,O'Reilly Media,9781449316112,English,Missing Manual,,766,
3939,Pro SQL Server 2012 Integration Services  ,Francis Rodrigues;Michael Coles;David Dye;,2012/06/26,1,Apress,9781430236924,English,Expert's Voice in SQL Server,,636,
1458,Oracle SQL By Example  ,Alice Rischert;,2009/08/22,4,Prentice Hall,9780137142835,English,,,960,
3093,Microsoft SQL Server 2012 High-Performance T-SQL Using Window Functions  ,Itzik Ben-Gan;,2012/05/01,1,Microsoft Press,9780735658363,English,Developer Reference,,244,
3842,The Structure of Style: Algorithmic Approaches to Understanding Manner and Meaning,Shlomo Argamon;Kevin Burns;Shlomo Dubnov;,2010/09/14,2010,Springer,9783642123368,English,,,338,
4643,Oracle PL/SQL Performance Tuning Tips & Techniques,Michael Rosenblum;Paul Dorsey;,2014/08/13,1,McGraw-Hill Osborne Media,9780071824828,English,,,336,
3561,Business Intelligence for the Enterprise,Mike Biere;,2003/06/14,1,IBM Press,9780131413030,English,,,240,
4732,"Planificación y Control de Proyectos Usando Oracle Primavera P6: Versiones 8.1, 8.2 y 8.3 Cliente Profesional y Opcional  ",Mr Paul E Harris;Miss Jesica Yabo;,2013/07/19,,Eastwood Harris Pty Ltd,9781921059834,Spanish,,,472,
2353,Beginning SQL Server 2012 Administration  ,Robert Walters;Grant Fritchey;,2012/05/29,1,Apress,9781430239819,English,Expert's Voice in SQL Server,,440,
3420,ColdFusion 5: A Beginner's Guide,Jeffry Houser;,2002/02/08,,McGraw-Hill/OsborneMedia,9780072191097,English,Beginner's Guides (Osborne),,460,
942,OLAP Solutions: Building Multidimensional Information Systems,Erik Thomsen;,2002/04/18,2,Wiley,9780471400301,English,,,696,
1515,"Oracle PL/SQL Programming, 4th Edition",Steven Feuerstein;Bill Pribyl;,2005/09/01,Fourth Edition,O'Reilly Media,9780596009779,English,,,1200,
4781,Data Systems Concepts,Abraham Silberschatz;Henry F. Korth;S. Sudarshan;,1997/01/01,3rd,WCB/McGraw Hill,9780070447561,English,Mcgraw-Hill Computer Science Series.,,821,
22,Microsoft Excel 2010: Comprehensive  ,Gary B. Shelly;Jeffrey J. Quasney;,2011/02/22,1,Cengage Learning,9781439079010,English,Shelly Cashman,,920,
4712,Oracle Siebel CRM 8 Developer's Handbook,Alexander Hansal;,2011/04/26,,Packt Publishing,9781849681865,English,,,576,
3021,Zend Framework in Action,Rob Allen;Nick Lo;Steven Brown;,2009/01/07,,Manning Publications,9781933988320,English,,,425,
4140,"Introduction to Data Compression, Second Edition  ",Khalid Sayood;,2000/03/13,2,Morgan Kaufmann,9781558605589,English,The Morgan Kaufmann Series in Multimedia Information and Systems,,,
4180,Information Retrieval Architecture and Algorithms,Gerald Kowalski;,2010/12/09,2011,Springer,9781441977151,English,,,320,
3103,"Database Systems for Advanced Applications: 15th International Conference, DASFAA 2010, Tsukuba, Japan, April 1-4, 2010, Proceedings, Part I  ",Hiroyuki Kitagawa;Yoshiharu Ishikawa;Wenjie Li;,2010/03/18,2010,Springer,9783642120251,English,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 5981)",,646,
1542,"Digital Libraries: 6th Italian Research Conference, IRCDL 2010, Padua, Italy, January 28-29, 2010. Revised Selected Papers  ",Maristella Agosti;Floriana Esposito;Costantino Thanos;,2010/09/03,2010,Springer,9783642158490,English,Communications in Computer and Information Science (Book 91),,219,
259,Oracle9i DBA JumpStart,Bob Bryla;,2003/03/04,1,Sybex,9780782141894,English,Jumpstart,,400,
3430,PHP and MySQL For Dummies  ),Janet Valade;,2002/04/29,1,For Dummies,9780764516504,English,For Dummies (Computers),,408,
4645,Supply Chain Design and Management: Strategic and Tactical Perspectives  ,Manish Govil;Jean-Marie Proth;,2002/01/14,1,Academic Press,9780122941511,English,Academic Press Series in Engineering,,246,
4842,Distributed Object-Oriented Data-Systems Design,Prabhat K. Andleigh;Michael A. Gretzinger;,1992/04/18,1,Prentice Hall,9780131749139,English,,,495,
1151,"The DAMA Dictionary of Data Management, 2nd Edition: Over 2,000 Terms Defined for IT and Business Professionals",DAMA International;,2011/04/01,,"Technics Publications, LLC",9781935504122,English,,,260,
2091,Beginning Access 2000 Vba,Robert Smith;,1999/06,,Wrox Pr Inc,9781861001764,English,,,900,
747,"Flexible and Efficient Information Handling: 23rd British National Conference on Databases, BNCOD 23, Belfast, Northern Ireland, UK, July 18-20, 2006, Proceedings  ",David Bell;Jun Hong;,2006/07/06,,Springer,9783540359692,English,Lecture Notes in Computer Science (Book 4042),,296,
5012,Implement Oracle Business Intelligence  ,Riaz Ahmed;,2012/03/30,,CreateSpace Independent Publishing Platform,9781475122015,English,,,310,
634,The Dissimilarity Representation for Pattern Recognition: Foundations And Applications  ,Elzbieta Pekalska;Robert P. W. Duin;,2005/12/23,,World Scientific Pub Co Inc,9789812565303,English,Machine Perception and Artificial Intelligence (Book 64),,636,
1629,"ADO.NET: From Novice to Pro, Visual Basic .NET Edition",Peter Wright;,2002/09/03,1,Apress,9781590590607,English,.Net Developer,,384,
247,"SQL: The Complete Reference, 3rd Edition",James R. Groff;Paul N. Weinberg;Andrew J. Oppel;,2009/08/12,3,McGraw-Hill Osborne Media,9780071592550,English,The Complete Reference,,912,
1762,Mastering Microsoft SQL Server 2005 Express Edition,Mike Gunderloy;Susan Sales Harkins;,2006/06/19,,Sybex,9780782144024,English,Mastering,,600,
2778,The Data Journalism Handbook,Jonathan Gray;Lucy Chambers;Liliana Bounegru;,2012/08/01,1,O'Reilly Media,9781449330064,English,,,242,
4908,"Data Mining and Knowledge Discovery for Big Data: Methodologies, Challenge and Opportunities  ",Wesley W. Chu;,2013/10/09,2014,Springer,9783642408366,English,Studies in Big Data (Book 1),,311,
1442,PHP & MySQL Web Development All-in-One Desk Reference For Dummies,Janet Valade;Bill Ballad;Tricia Ballad;,2008/01/11,1,For Dummies,9780470167779,English,,,672,
3709,"Object-Oriented Technology: ECOOP 2000 Workshop Reader: ECOOP 2000 Workshops, Panels, and Posters Sophia Antipolis and Cannes, France, June 12-16, 2000 Proceedings  ",Jacques Malenfant;Sabine Moisan;Ana Moreira;,2003/05/07,,Springer,9783540415138,English,Lecture Notes in Computer Science (Book 1964),,316,
2391,Relational Database Design for Starters: Explained through a Case Study in Microsoft Access,Akmal Masood;,2008/01/28,,Lulu.com,9781435707986,English,,,244,
3209,creative html design.2  ,Lynda Weinman;William Weinman;,2001/04/17,2,Waite Group Press,9780735709720,English,,,544,
2488,Designing Geodatabases: Case Studies in GIS Data Modeling,David Arctur;Michael Zeiler;,2004/09/01,,Esri Press,9781589480216,English,,,393,
2072,Master Active Directory TM  VISUALLY TM  ,Curt Simmons;,2000/06/16,,Visual,9780764534256,English,Master Visually,,599,
1290,Relational Data Mining,Saso Dzeroski;Nada Lavrac;,2010/12/15,Softcover reprint of hardcover 1st ed. 2001,Springer,9783642076046,English,,,398,
2113,Enterprise Android: Programming Android Database Applications for the Enterprise,Zigurd Mednieks;G. Blake Meike;Laird Dornin;,2013/10/28,1,Wrox,9781118183496,English,,,408,
2489,Expert Oracle RAC Performance Diagnostics and Tuning,Murali Vallath;,2014/10/08,1,Apress,9781430267096,English,,,712,
4000,"High Performance Transaction Systems: 2nd International Workshop, Asilomar Conference Center, Pacific Grove, CA, USA, September 28-30, 1987. Proceedings  ",Dieter Gawlick;Mark Haynie;Andreas Reuter;,1989/04/26,,Springer,9783540510857,English,Lecture Notes in Computer Science (Book 359),,334,
2777,Data Warehousing For Dummies,Thomas C. Hammergren;,2009/03/03,,For Dummies,9780470407479,English,,,384,
922,The Policy Data Center with Application Centric Infrastructure   Architecture: Concepts and Methodology  ,Lucien Avramov;Maurizio Portolani;,2015/01/26,1,Cisco Press,9781587144905,English,Networking Technology,,400,
91,Social Media Mining and Social Network Analysis: Emerging Research,Guandong Xu;Lin Li;,2013/01/31,1,IGI Global,9781466628069,English,,,347,
3091,"Advances in Cryptology - EUROCRYPT '98: International Conference on the Theory and Application of Cryptographic Techniques, Espoo, Finland, May 31 - ...  ",Kaisa Nyberg;,1998/05/13,,Springer,9783540645184,English,Lecture Notes in Computer Science (Book 1403),,613,
2880,Oracle Exadata Survival Guide  ,David Fitzjarrell;Mary Mikell Spence;,2013/11/11,1,Apress,9781430260103,English,Expert's Voice in Oracle,,284,
3664,Data Analytics: Models and Algorithms for Intelligent Data Analysis,Thomas A. Runkler;,2012/09/28,2012,Vieweg+Teubner Verlag,9783834825889,English,,,137,
5092,Information Architecture for Designers: Structuring Websites for Business Success,Peter Van Dijk;,2003/09,,Rotovision,9782880467319,English,,,160,
1492,Symbolic Data Analysis: Conceptual Statistics and Data Mining,Lynne Billard;Edwin Diday;,2007/01/01,1,Wiley,9780470090169,English,,,330,
5134,The Statistics of Poker: Data Mining Statistics Applied to Small Stakes No Limit Hold'em,Steve Selbrede;,2013/06/01,,CreateSpace Independent Publishing Platform,9781489505958,English,,,254,
4896,Pro SQL Azure  ,Scott Klein;Herve Roggero;,2010/10/28,1,Apress,9781430229612,English,Expert's Voice in .NET,,312,
530,Computer Science and Technology graduate teaching disciplines : data warehouse and data mining ,LI XIONG FEI . DU QIN SHENG . WU HAO;,2013/10/01,,Machinery Industry Press,9787111436751,,,,,
3480,PHP MySQL Website Programming: Problem - Design - Solution,Chris Lea;Mike Buzzard;Jessey Cinis;,2003/03,,Apress,9781861008275,English,,,500,
4435,Study Guide for 1Z0-144: Oracle Database 11g: Program with PL/SQL: Oracle Certification Prep,Matthew Morris;,2012/07/10,,CreateSpace Independent Publishing Platform,9781478217992,English,,,178,
2758,Using Microsoft Report Builder: A Microsoft Office Report Authoring Environment for SQL Server and Other Data,Robert S. Bussom;,2013/04/01,,Bussom Construdtion LLC,9780985742850,English,,,132,
4828,Noisy Information and Computational Complexity,Leszek Plaskota;,1996/07/30,,Cambridge University Press,9780521553681,English,,,324,
3566,Programming Microsoft  SQL Server 2005,Andrew Brust;Stephen Forte;,2006/06/28,,Microsoft Press,9780735619234,English,,,950,
936,CouchDB and PHP Web Development Beginners Guide,Tim Juravich;,2012/06/22,,Packt Publishing,9781849513586,English,,,304,
2044,Personal Oracle Real Application Clusters: Create Oracle 10g Grid Computing at-home  ,Edward Stoever;Donald Burleson;,2006/08/31,,Rampant Techpress,9780976157380,English,Oracle In-Focus series,,200,
923,Data Warehousing im Controlling unter Berücksichtigung von Basel II: Anwendungsmöglichkeiten anhand der Einführung einer IT-Lösung für die Behandlung ... Kreditvergaberichtlinien  ,Christoph Schmidt;,2009/01/16,,VDM Verlag Dr. Müller,9783639109931,German,,,112,
3759,The Guide To Gold Panning In British Columbia  ,N.L.Barlee;,1980,,Canada West Publications,9780920164044,English,,,192,
511,Phase change memory in Relational Database,Suraj Pathak;,2012/07/07,,LAP LAMBERT Academic Publishing,9783659145865,English,,,84,
4848,Grade Models and Methods for Data Analysis: With Applications for the Analysis of Data Populations  ,Teresa Kowalczyk;Elzbieta Pleszczynska;Frederick Ruland;,2004/05/27,,Springer,9783540211204,English,Studies in Fuzziness and Soft Computing (Book 151),,477,
3450,Data Mining with R: Learning with Case Studies  ,Luis Torgo;,2010/11/09,1,Chapman and Hall/CRC,9781439810187,English,Chapman & Hall/CRC Data Mining and Knowledge Discovery Series,,305,
1936,Oracle8i DBA Handbook with CDROM  ,Kevin Loney;Marlene L. Theriault;,1999/10/14,,Osborne Publishing,9780072121889,English,Oracle Press Series,,979,
4813,"Predictive Analytics, Data Mining and Big Data: Myths, Misconceptions and Methods  ",Steven Finlay;,2014/07/29,,Palgrave Macmillan,9781137379276,English,Business in the Digital Economy,,260,
4979,Network Design: Management and Technical Perspectives,Teresa C. Piliouras;Kornel Terplan;,1998/08/19,,CRC Press,9780849334047,English,,,416,
2724,SQL Server 6.5 Secrets  ,David K. Rensin;Andrew M. Fedorchek;,1996/09,,John Wiley & Sons Inc (Computers),9781568846989,English,The Secrets Series,,850,
4256,Learn SQL Server Administration in a Month of Lunches: Covers Microsoft SQL Server 2005-2014,Don Jones;,2014/05/12,1,Manning Publications,9781617292132,English,,,256,
677,Oracle SQL: 101 Frequently Asked Questions,Gary M. Lewis;Alex Sirota;,1997/03,,Komenda Pub Co,9780964491274,English,,,347,
2171,Google Analytics 2.0,Jerri L. Ledford;Mary E. Tyler;,2007/08/27,2,Wiley,9780470175019,English,,,337,
1823,"Distributed Search by Constrained Agents: Algorithms, Performance, Communication  ",Amnon Meisels;,2007/12/03,,Springer,9781848000391,English,Advanced Information and Knowledge Processing,,216,
3056,Access 2010 Bible,Michael R. Groh;,2010/05/10,1,Wiley,9780470475348,English,,,1392,
1136,"Algorithms and Models for the Web-Graph: 7th International Workshop, WAW 2010, Stanford, CA, USA, December 13-14, 2010, Proceedings  ",Ravi Kumar;D Sivakumar;,2011/01/14,,Springer,9783642180088,English,Lecture Notes in Computer Science / Theoretical Computer Science and General Issues (Book 6516),,163,
1469,Internet Applications,Lucas Chi-Kwong Hui;Dik Lun Lee;,1999/12/01,1999,Springer,9783540669036,English,Lecture Notes in Computer Science (Book 1749),,518,
2358,Towards the Semantic Web: Ontology-driven Knowledge Management,John Davies;Dieter Fensel;Frank van Harmelen;,2003/01/06,1,Wiley,9780470848678,English,,,312,
2248,Murach's Java Servlets and JSP,Andrea Steelman;Joel Murach;,2003/01/01,,Mike Murach & Associates,9781890774189,English,Murach: Training & Reference,,642,
3993,"Data Integration in the Life Sciences: 7th International Conference, DILS 2010, Gothenburg, Sweden, August 25-27, 2010. Proceedings  ",Patrick Lambrix;Graham Kemp;,2010/08/11,,Springer,9783642151194,English,Lecture Notes in Computer Science / Lecture Notes in Bioinformatics (Book 6254),,215,
4714,Optimization of distributed database systems and computer networks,Jacob Akoka;Peter P. S Chen;,2011/09/10,,Nabu Press,9781179941158,English,,,60,
5164,"SQL Injection Attacks and Defense, Second Edition",Justin Clarke;Kevvie Fowler;Erlend Oftedal;,2012/07/02,2,Syngress,9781597499637,English,,,576,
3813,"DB2  Universal Database V8 Handbook for Windows, UNIX, and Linux  ",Philip K. Gunning;,2003/08/04,,IBM Press,9780130661111,English,IBM Press Series--Information Management,,496,
4800,Information Retrieval: Algorithms and Heuristics   ,David A. Grossman;Ophir Frieder;,2004/10/21,2nd,Springer,9781402030048,English,,,332,
2919,"Advances in Knowledge Discovery and Data Mining, Part I: 14th Pacific-Asia Conference, PAKDD 2010, Hyderabat, India, June 21-24, 2010, Proceedings ... / Lecture Notes in Artificial Intelligence)",Mohammed J. Zaki;Jeffrey Xu Yu;B. Ravindran;,2010/06/01,2010,Springer,9783642136566,English,Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence (Book 6118),,506,
3401,"Research and Advanced Technology for Digital Libraries: 9th European Conference, ECDL 2005, Vienna, Austria, September 18-23, 2005, Proceedings ... Applications, incl. Internet/Web, and HCI)",Andreas Rauber;Stavros Christodoulakis;A Min Tjoa;,2005/10/06,,Springer,9783540287674,English,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 3652)",,545,
1057,Histogram Techniques for Cost Estimation in Query Optimization: A Study in Relational Database Systems,Xiaohui Yu;,2011/08/26,,VDM Verlag Dr. Müller,9783639379068,English,,,128,
3398,Introduction to Bio-Ontologies  ,Peter N. Robinson;Sebastian Bauer;,2011/06/22,1,Chapman and Hall/CRC,9781439836651,English,Chapman & Hall/CRC Mathematical & Computational Biology (Book 41),,517,
3133,"On the Move to Meaningful Internet Systems 2004: OTM 2004 Workshops: OTM Confederated International Workshops and Posters, GADA, JTRES, MIOS, WORM, ...  ",Zahir Tari;Angelo Corsaro;,2004/10/14,,Springer,9783540236641,English,Lecture Notes in Computer Science (Book 3292),,888,
604,Oracle Grid and Real Application Clusters: Oracle Grid Computing with RAC    ,Steve Karam;Brian Jones;,2014/03/08,,Rampant TechPress,9780991638628,English,Oracle in-Focus Series,,214,
1367,"Geographic Data Mining and Knowledge Discovery, Second Edition  ",Harvey J. Miller;Jiawei Han;,2009/05/27,2,CRC Press,9781420073973,English,Chapman & Hall/CRC Data Mining and Knowledge Discovery Series,,486,
3481,USB Mass Storage: Designing and Programming Devices and Embedded Hosts,Jan Axelson;,2006/09/01,,Lakeview Research,9781931448048,English,,,287,
4251,Business Applications of Multiple Regression  ,Ronny Richardson;,2011/07/15,,Business Expert Press,9781606492314,English,Quantitative Approaches to Decision Making Collection,,150,
1191,Developer's Guide to DB2 for Common Servers  ,Roger E. Sanders;,1997/01,,McGraw-Hill Companies,9780070577251,English,McGraw-Hill Database Warehousing & Data Management,,1045,
3144,Pulse: The New Science of Harnessing Internet Buzz to Track Threats and Opportunities,Douglas W. Hubbard;,2011/05/03,,Wiley,9780470932360,English,,,208,
961,Enterprise Rails,Dan Chak;,2008/11/03,1,O'Reilly Media,9780596515201,English,,,352,
224,"Analytische Informationssysteme: Data Warehouse, On-Line Analytical Processing, Data Mining  ",Peter Chamoni;Peter Gluchowski;,1999/07/02,,Springer,9783540658436,German,,,496,
964,Data Mining and Data Warehousing,S. K. Mourya;Shalu Gupta;,2012/10/31,,Alpha Science Intl Ltd,9781842657577,English,,,250,
2829,Understanding SQL,Martin Gruber;,1990/01,,Sybex Inc,9780895886446,English,,,462,
4954,ImageCLEF: Experimental Evaluation in Visual Information Retrieval  ,Henning Müller;Paul Clough;Thomas Deselaers;,2010/08/29,2010,Springer,9783642151804,English,The Information Retrieval Series (Book 32),,544,
5169,"Asia Pacific Business Process Management: First Asia Pacific Conference, AP-BPM 2013, Beijing, China, August 29-30, 2013, Selected Papers  ",Minseok Song;Moe Thandar Wynn;Jianxun Liu;,2013/11/15,,Springer,9783319029214,English,Lecture Notes in Business Information Processing (Book 159),,121,
1053,SAS For Dummies,Stephen McDaniel;Chris Hemedinger;,2007/06/12,1,For Dummies,9780471788324,English,,,408,
3651,"Agent-Mediated Electronic Commerce VI: Theories for and Engineering of Distributed Mechanisms and Systems, AAMAS 2004 Workshop, Amec 2004, New York, ... / Lecture Notes in Artificial Intelligence)",Peyman Faratin;Juan A. Rodríguez-Aguilar;,2006/02/14,,Springer,9783540297376,English,Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence (Book 3435),,214,
4863,"Professional ADO.NET 2: Programming with SQL Server 2005, Oracle, and MySQL",Wallace B. McClure;Gregory A. Beamer;John J. Croft IV;,2005/12/05,,Wrox,9780764584374,English,,,648,
4069,"Computational Intelligence Methods for Bioinformatics and Biostatistics: 9th International Meeting, CIBB 2012, Houston, TX, USA, July 12-14, 2012. ... Science / Lecture Notes in Bioinformatics)",Leif E Peterson;Francesco Masulli;Giuseppe Russo;,2013/04/19,,Springer,9783642383410,English,Lecture Notes in Computer Science / Lecture Notes in Bioinformatics (Book 7845),,206,
1968,Instant MDX Queries for SQL Server 2012,Nicholas Emond;,2013/08/26,,Packt Publishing,9781782178064,English,,,54,
2811,Grid Computing,Marios D. Dikaiakos;,2004/11/23,,Springer,9783540228882,English,Lecture Notes in Computer Science (Book 3165),,272,
2917,Agile Analysis: value-driven business intelligence and data warehousing systems development ,[ MEI ] Ken W.Collier;,2014/06/01,,Machinery Industry Press,9787111467021,Chinese,,,222,
2296,"Java Practice Questions: Oracle Certified Expert, Java EE 6 Web Component Developer",Esteban Herrera;,2014/04/26,,CreateSpace Independent Publishing Platform,9781499260250,English,,,342,
5032,"Interactive Multimedia and Next Generation Networks: Second International Workshop on Multimedia Interactive Protocols and Systems, MIPS 2004, ...  ",Vincent Roca;Franck Rousseau;,2004/11/18,,Springer,9783540239284,English,Lecture Notes in Computer Science (Book 3311),,287,
777,Competing on Analytics: The New Science of Winning,Thomas H. Davenport;Jeanne G. Harris;,2007/03/06,1,Harvard Business Review Press,9781422103326,English,,,240,
4148,"Data Warehousing and Decision Support, The State of the Art, Volume 2",Pam Roth;,1997/03,,Spiral Books,9781571090102,English,,,212,
2012,Oracle ASM 12c Pocket Reference Guide: Database Cloud Storage,Nitin Vengurlekar;Charles Kim;,2014/05/20,,CreateSpace Independent Publishing Platform,9781499606683,English,,,118,
4735,Expert Oracle Exadata  ,Kerry Osborne;Randy Johnson;Tanel Pder;,2011/08/07,1,Apress,9781430233923,English,Expert's Voice in Oracle,,588,
540,Qualitative Data Analysis with NVivo,Patricia Bazeley;,2007/04/18,2nd,SAGE Publications Ltd,9781412921411,English,,,232,
3496,Introduction to Business Data Mining,David Olson;Yong Shi;,2005/11/18,1,McGraw-Hill/Irwin,9780072959710,English,,,288,
4284,CRM Segmentation and Clustering Using SAS Enterprise Miner  ,Randall S. Collica;,2007/06/04,,SAS Publishing,9781590475089,English,Sas Press Series,,320,
3548,Data Warehouse im Rahmen der Business Intelligence: Konzeption eines Vorgehensmodells  ,Dieter Hoffmann;,2010/08/31,,Diplomica Verlag,9783836695930,German,,,140,
2194,Business Modeling and Data Mining  ,Dorian Pyle;,2003/05/20,1,Morgan Kaufmann,9781558606531,English,The Morgan Kaufmann Series in Data Management Systems,,650,
5133,Expert Oracle9i Database Administration,Sam R. Alapati;,2003/04/13,,Apress,9781590590225,English,,,1248,
2446,Apache Flume: Distributed Log Collection for Hadoop  ,Steve Hoffman;,2013/07/16,,Packt Publishing,9781782167914,English,What You Need to Know,,108,
1312,Microsoft® SQL Server 2008 R2 Analytics & Data Visualization,Doug Harts;Jim Dugan;Tricia Almas;,2010/09/30,1,McGraw-Hill Osborne Media,9780071601436,English,,,576,
152,"Advances in Database Technology - EDBT '94: 4th International Conference on Extending Database Technology, Cambridge, United Kingdom, March 28 - 31, ...  ",Matthias Jarke;Janis Bubenko;Keith Jeffery;,1994/03/23,1994,Springer,9783540578185,English,Lecture Notes in Computer Science (Book 779),,410,
2670,Oracle Database 10g DBA Handbook,Kevin  Loney;Bob  Bryla;,2005/03/24,1st,McGraw-Hill Osborne Media,9780072231458,English,Oracle Press,,736,
4090,CompTIA Mobility+ Certification All-in-One Exam Guide  ,Bobby E. Rogers;,2014/08/08,1,McGraw-Hill Osborne Media,9780071825320,English,All-in-One,,512,
272,Security Informatics  ,Christopher C. Yang;Michael Chau;Jau-Hwang Wang;,2009/11/25,2010,Springer,9781441913241,English,Annals of Information Systems (Book 9),,206,
4840,XQuery,Priscilla Walmsley;,2007/04/06,1,O'Reilly Media,9780596006341,English,,,512,
2094,HTML Black Book: The Programmer's Complete HTML Reference Book,Steven Holzner;,2000/05/23,,Coriolis Group Books,9781576106174,English,Black Book,,1232,
553,Handbook of Data Intensive Computing,Borko Furht;Armando Escalante;,2011/12/10,2011,Springer,9781461414148,English,,,805,
4035,Microsoft Office Access 2007-Illustrated Complete  ),Lisa Friedrichsen;,2007/08/28,1,Cengage Learning,9781423905196,English,Illustrated (Thompson Learning),,520,
3691,Client/Server Databases: Enterprise Computing,James Martin;Joseph Leben;,1995/07/07,1,Prentice Hall,9780133051605,English,,,368,
663,"Data Structures, Algorithms, and Software Principles",Thomas A. Standish;,1994/01,1st,Addison-Wesley,9780201528800,English,,,748,
1406,"Euro-Par 2007 Parallel Processing: 13th International Euro-Par Conference, Rennes, France, August 28-31, 2007, Proceedings  ",Anne-Marie Kermarrec;Luc Bougé;Thierry Priol;,2007/09/14,2007,Springer,9783540744658,English,Lecture Notes in Computer Science / Theoretical Computer Science and General Issues (Book 4641),,976,
79,Expert Oracle JDBC Programming,R.M. Menon;,2005/06/01,,Apress,9781590594070,English,Oaktable Press,,708,
3847,Teach Yourself Oracle8 in 21 Days  ,Edward Whalen;Ed Whalen;,1997/11,,Sams,9780672311598,English,Sams Teach Yourself...,,800,
5021,Expert Cube Development with Microsoft SQL Server 2008 Analysis Services,Marco Russo;Alberto Ferrari;Chris Webb;,2009/07/15,,Packt Publishing,9781847197221,English,,,360,
4522,"Conceptual Modeling - ER '96: 15th International Conference on Conceptual Modeling, Cottbus, Germany, October 7 - 10, 1996. Proceedings.  ",Bernhard Thalheim;,1996/09/30,1996,Springer,9780306458927,English,Lecture Notes in Computer Science (Book 1157),,496,
