@info
{
    "table":{
        "name":"amazon",
        "description":"",
        "idAttrib":{
            "name":"title",
            "type":"TEXT"
        },
        "projectName":"breakfast",
        "attributes":[
            {
                "name":"title",
                "type":"TEXT"
            },
            {
                "name":"price",
                "type":"FLOAT"
            },
            {
                "name":"unitPrice",
                "type":"TEXT"
            },
            {
                "name":"size",
                "type":"TEXT"
            },
            {
                "name":"description",
                "type":"TEXT"
            }
        ]
    }
}

@data
title:TEXT,price:FLOAT,unitPrice:TEXT,size:TEXT,description:TEXT
"Moms Best Naturals Wheat Fuls Toasted Cereal, 24 Ounce -- 12 per case.",78.75,($6.56 /  Item),NaN,"Join our Platinum Club and pay wholesale prices on Moms Best Naturals Toasted Wheat-fuls Cereal ( 24 Oz). Whole grain shredded wheat cereal for a healthy and delicious breakfast. Say yes to the best! No artificial flavors, colors or preservatives. No hydrogenated oils. No high fructose corn syrup.. (Note: Description is informational only. Please refer to the actual ingredients and manufacturers website prior to use. If you have any health questions please consult your medical provider.) (Note: This Product Description Is Informational Only. Always Check The Actual Product Label In Your Possession For The Most Accurate Ingredient Information Before Use. For Any Health Or Dietary Related Matter Always Consult Your Doctor Before Use.) UPC: 042400061038 U  "
"Whole Food Rounds, Lemon Coconut, 2 Oz (2 Pack)",5.9,($2.95 /  Item),NaN,"Our bars will sustain you: On a hike or meander Studying for exams On the run Travelling by foot, rail, or air  B3N bars offer a great chew, so take it to the limit! Chewing supports optimal utilization of nutrients and allows one to enjoy the nuances of real food complexity.  "
Maqui Plus Juice Blend,19.99,NaN,NaN,"Maqui Plus Juice Blend 32 Ounces Liquid  "
Wise Foods Apple and Cinnamon Cereal 2 Serving Pouch,16.22,NaN,NaN,"Apple Cinnamon Cereal Two 10 ounce serving cook in the pouch entree. Just add hot water and wait 12 minutes.  "
Trader Joe's This Blueberry Walks Into a Bar Cereal Bars (low fat). 1 Box Contains 6 Bars,8.57,($1.43 /  Item),NaN,"We are delighted to offer this holiday favorite as a service to TJ's fans who may not live near their favorite specialty store. Just in time for fall and holiday snacking. Brand new and factory sealed.  "
"Nabisco, Belvita, Soft Baked Breakfast Biscuits Variety Pack, 8.8oz Boxes (Pack of 4 Different Flavors)",33.99,NaN,NaN,"We all need energy to start the morning. But we also need a delicious, wholesome breakfast.
Baked with hearty whole grains, belVita Soft Baked Breakfast Biscuits are delicious, nutritious and give you satisfying morning energy to start your day off right.
Enjoy belVita Soft Baked Breakfast Biscuits as a part of a balanced breakfast with a serving of low-fat dairy and fruit.  "
belVita Golden Oat Breakfast Biscuits 8 Pack,14.99,($1.87 /  Item),NaN,"BELVITA GOLDEN OAT BREAKFAST BISCUITS 8 Pack Box

Box of 8 packs--4 per pack

Golden Oat crunchy Breakfast Biscuits are simple, crunchy biscuits made from wholesome, fine ingredients like rolled oats.

One of the unique benefits of belVita Breakfast Biscuits is the nutritious sustained energy they provide all morning long. The delicious, crunchy biscuits are made with a combination of grains that are carefully baked to release energy regularly and continuously to fuel your body throughout the morning.

Each individual package of 4 crunchy biscuits is portioned for breakfast and provides:

18-20 grams of whole grain
3 grams of dietary fiber
A good source of four B vitamins and iron  "
PureFit Nutrition Bar,30.88,($1.20 /  oz),8.8 x 6 x 1.9 inches ; 2 pounds,"The original 18g protein, Gluten-free, non-dairy, vegan nutrition bar. 14 nutrition needs. One delicious bar. Get an all-natural boost with this great-tasting, award-winning nutrition bar. You're about to enjoy the first high-protein bar that's completely free of wheat, gluten, & dairy - plus it's packed with wholesome, all-natural ingredients that your body simply craves. Since 2004, PureFit has been the category leader in high protein (18 grams), gluten- and dairy-free, nutrition bars. Our all-natural, vegan, Pareve bars free of hydrogenated oils, artificial sweeteners and trans-fats. PureFit Nutrition bars have been crowned ""Nutrition Bar of the Year"" by Bike magazine, and claim the title of being the FIRST gluten-free protein bar, now copied by many products of lesser quality and nutrition. Gluten free, wheat free, dairy free, vegan, pareve kosher, 18 grams protein, all natural, low glycemic, diabetic friendly, will not melt, no sugar alcohols, non-GMO soy, no trans fatty acids, no artificial sweeteners, no high-fructose corn syrup, no hydrogenated oils, 40/30/30.  "
"PowerBar Performance The Original Energy Bar, Milk Chocolate Brownie, 2.29-Ounce Bar (Pack of 24)",39.59,($1.65 /  Item),NaN,"The PowerBar Performance Energy Bar is a great choice for use before and during training sessions and high-intensity competitions like running, cycling, and swimming. It's formulated with PowerBar C2MAX dual-source energy blend, a 2:1 glucose to fructose blend found to deliver 20 to 50 percent more energy to muscles than glucose alone and improve endurance performance by 8 percent. Performance Energy Bars also contain 200 milligrams of sodium--a key electrolyte lost in sweat that is associated with muscle cramping in some athletes. Performance Energy Bar At a Glance: Provides more energy to muscles with C2MAX Contains 200 milligrams of sodium, a key electrolyte The original energy bar Low in fat, with 8 to 9 grams of protein per bar No preservatives or artificial flavors Contains 200 milligrams of sodium to replenish electrolytes and prevent fatigue. C2MAX formula provides your muscles with 20 to 50 percent more energy. Energy to Fuel Your Workout Fueling up right can make a big impact on how you feel and perform, no matter what you're tackling. PowerBar Performance Energy Bars are high in easily digestible carbs to top off your muscle glycogen stores before exercise. Each bar contains 3.5 to 5 grams of fat and small amounts of fiber. High-fat and high-fiber foods before exercise can slow down the gastric emptying rate, leaving you more susceptible to stomach discomfort during exercise. Choosing a sports nutrition product like PowerBar Performance Energy bars before and during exercise will give you the energy your muscles need for optimal performance and leave you less likely to experience stomach discomfort. Eat one bar 30 to 60 minutes before exercise, and for events lasting more than 60 minutes, eat one to two bars per hour during exercise. How C2MAX Works Athletes and exercise enthusiasts need to eat adequate amounts of carbohydrates on a daily basis in order to load up on muscle fuel stores of glycogen before and after exercise. You also need carbs during exercise in order to delay the onset of fatigue. PowerBar Performance Energy Bars provide maximum energy delivery with PowerBar C2MAX dual-source energy blend. Transportable carbohydrates--the combination of glucose and fructose found in C2MAX--have been research supported to outperform glucose alone. Through an ever-growing list of published studies, researchers have made a compelling case for transportable carbohydrates as the fuel of choice during endurance exercise. Benefits in comparison to glucose alone include increased delivery of carbohydrate fuel to working muscles; enhanced emptying of fluids from the gut and improved delivery of fluids to the bloodstream; better reliance on ingested carbs as fuel in difficult, high-temperature conditions; and increased endurance performance. This groundbreaking research on transportable carbohydrates is the basis for the muscle-fueling innovation known as PowerBar C2MAX dual-source energy blend. Seeing the incredible performance potential in this cutting-edge research, and, in fact, collaborating with the researchers pioneering this scientific work, PowerBar scientists have incorporated the research-supported 2:1 ratio of glucose and fructose into PowerBar sports nutrition product intended to fuel and hydrate athletes during higher intensity exercise. What's in the Box PowerBar Performance Energy Bar, Milk Chocolate Brownie (Pack of 24). Performance Energy Bars Trademark Information: PowerBar® Performance Energy Bar     The original energy bar. Sustained energy for a performance edge. PowerBar Performance, the Original Energy Bar, is a trusted source of fuel for athletes of all levels. Packed with 45g carbohydrates, 9-10 g protein and low in fat, PowerBar Performance is specially formulated to deliver sustained energy for a performance edge. Made in USA.  "
"Kashi, TLC Dark Chocolate Coconut Fruit & Grain Bars, 6 ct, 6.7 oz",16.99,($1.78 /  oz),5.6 x 2 x 5.1 inches ; 8 ounces," Kashi TLC dark chocolate coconut fruit and grain bar is a delightfully sweet combination--a layer of real soft fruit mixed with rich, dark chocolate, plus delicate strands of coconut and crunchy walnuts. This Tasty Little Chewies (TLC) fruit and grain bar is a delightfully delicious layered granola bar. It is made with Kashi’s signature blend of rolled seven whole grain granola for a hearty, natural goodness you can see and taste with a thick layer of real, soft fruit, and hearty nuts. Moreover, with four grams of fiber and four grams of protein this bar is as nourishing as it is tasty. It is very natural with no high fructose corn syrup, artificial flavors, and preservatives. It is sold in a pack of six 4-count boxes (total of 24 bars). About Kashi Kashi began with a healthy epiphany. Back in 1984, they discovered the goodness of whole grain nutrition and created the unique blend of seven whole grains and sesame that has a supreme nutritional profile--a vegetarian source of protein and complex carbohydrates that is hearty, satisfying, and energizing. More that twenty-five years later, they are still passionate about making the world a healthier place. The seven whole grains and sesame blend is more than the cornerstone of their product line--it is their heritage, their story, and their promise to provide you with foods that are real, satisfying, and sustaining. Kashi is truly on a seven whole grains mission. Kashi has a small group of passionate people who believe that everyone has the power to make positive changes in their lives. They think that getting healthy starts with taking little steps, like choosing healthy all natural foods. In line with this belief, Kashi has developed delicious breakfasts, satisfying snacks, and mouth-watering dinners. Enjoy!    Kashi TLC dark chocolate coconut fruit and grain bar is a delightfully sweet combination--a layer of real soft fruit mixed with rich, dark chocolate, plus delicate strands of coconut and crunchy walnuts. This Tasty Little Chewies (TLC) fruit and grain bar is a delightfully delicious layered granola bar. It is made with Kashi?s signature blend of rolled seven whole grain granola for a hearty, natural goodness you can see and taste with a thick layer of real, soft fruit, and hearty nuts. Moreover, with four grams of fiber and four grams of protein this bar is as nourishing as it is tasty. It is very natural with no high fructose corn syrup, artificial flavors, and preservatives. It is sold in a pack of six 4-count boxes (total of 24 bars).About KashiKashi began with a healthy epiphany. Back in 1984, they discovered the goodness of whole grain nutrition and created the unique blend of seven whole grains and sesame that has a supreme nutritional profile--a vegetarian source of protein and complex carbohydrates that is hearty, satisfying, and energizing.More that twenty-five years later, they are still passionate about making the world a healthier place. The seven whole grains and sesame blend is more than the cornerstone of their product line--it is their heritage, their story, and their promise to provide you with foods that are real, satisfying, and sustaining. Kashi is truly on a seven whole grains mission.Kashi has a small group of passionate people who believe that everyone has the power to make positive changes in their lives. They think that getting healthy starts with taking little steps, like choosing healthy all natural foods. In line with this belief, Kashi has developed delicious breakfasts, satisfying snacks, and mouth-watering dinners. Enjoy!  "
"Bernard Jensen Products - Apple Concentrate, 32 oz liquid",33.97,NaN,NaN,"Apple Concentrate 32 Ounces Liquid  "
"Melissa's Crepes, 10 Ct [Pack of 3]",24.99,($8.33 /  Item),NaN,"Melissa's French Crepes are ready to eat and easy to use. They are wonderful for gourmet desserts, side dishes, and main dishes.  "
"Kashi GOLEAN Crunchy! Protein & Fiber Bars, Peanut, 12 ct",19.3,($0.84 /  oz),11 x 5.8 x 2.5 inches ; 1.6 pounds," Enjoy our GOLEAN® Crunchy! bars, a delightfully light and crunchy snack made with a blend of crispy whole grain cereal and dipped in chocolate. GOLEAN Crunchy! bars are designed for an Optimized Glycemic Response with slow release carbohydrates to balance blood sugar, and protein and fiber to help you stay satisfied. This is a blissful combination of decadent chocolate and roasted peanut butter.   "
PowerBar Energy Bar Peanut Butter 12 - 65 g (2.29 oz) bars [780 g (1.7 lb)],19.5,NaN,6 x 6 x 2.2 inches ; 1.9 pounds,"The Performance bars are an effective option on those days when training starts very early in the morning and eating a pre-workout meal just is not realistic. Provides more energy to muscles with C2MAX 17 vitamins and minerals including 100% daily value of energy releasing B-vitiamins Contains 200mg sodium, a key electrolyte Low in fat, with 8-9g of protein per bar No preservatives or artificial flavors Item SpecificationsFlavorPeanut ButterTypeBarUseAfterUseBeforeUseDuring  "
"** Cup-a-Soup, Chicken Noodle, Single Serving, 22/Box **",22.05,NaN,NaN,"** Just add hot water. Single servings. Food Type: Soup; Flavor: Chicken Noodle; Capacity (Weight): 1 27/100 oz. **  "
"Teraswhey Organic Blueberry Whey Protein Antioxidant, 1 Ounce -- 12 per case.",32.48,NaN,NaN,"Muffins, pies, a ballooning Violet Beauregarde. Blueberries have a well deserved reputation for being irresisibly delicious. That theyre also super-nutritious is often overlooked-but not by us. Organically grown. Rich in vitamin c and antioxidants. Freshly picked flavor. - Made with real blueberries known for their extremely high antioxidants. - Certified Organic by MOSA - All of our ingredients are sourced from sustainable family dairy farms and from stewards of endangered ecosystems around the world. - 20 grams of protein per serving - the recommended serving by MDs and nutritionists for people with health and recovery issues as well as for optimal post-excercise recovery. - 4 grams of carbohydrates from fruit and low glycemic stevia means your blood sugar will not spike. Shelf Life: 720 days 70 Percent Organic, Gluten Free, Wheat Free, Low Carb  "
Probar 853152100575 Sleeve Meal Whole Food Bar - Oatmeal Raisin,,($16.33 /  Item),NaN,"This ProBar weighs in at a solid three ounces of fruits nuts and seeds with enough nutrition to make a fresh tasty satisfying meal replacement.It is rich in raw ingredients and the right nutrient-dense calories for lasting energy nourishment. Vegan Dairy Free Natural Energy Bar.. Flavor - Oatmeal Raisin. Dimensions - 9.5 x 5.56 x 3 In. Item Weight - 2.50 Lb.  "
"Balance Bar Company Bar, Peanut Butter, 1.76-Ounce (Pack of 15)",24.49,NaN,9 x 6 x 2 inches ; 1.6 ounces,"Peanut Butter. Natural flavor with other natural flavor. Packed with protein, BALANCE Peanut Butter gives you lasting energy and that stick-to-the-roof-of-your-mouth peanut butter blast youll really appreciate! Just the great flavor and smooth texture of creamy peanut butter. The rich, creamy taste of peanut butter flavor goes into every bite. The Essentials: 14 grams protein 6 grams of soy protein 23 vitamins and minerals Shlef Life: 270 days Kosher  "
Calbee Fruit Granola 800g?6bags,99.99,NaN,NaN,"Bestselling cereal made in Japan.
28.2 oz X 6 packs  "
"Kellogg's Special K Cereal Bar, Strawberry, .81 oz, 12/Box",15.48,NaN,6.6 x 3.1 x 5.6 inches ; 12.3 ounces,"Cereal bar with fruit pieces and a yogurt flavor topping. Only 90 calories per bar. Food Type: Cereal Bar; Flavor: Strawberry; Capacity (Weight): .81 oz.  "
"Luna Nutrition Bar for Women, 40.6 Ounce",44.95,($1.11 /  oz),NaN,"Nutritious, meet delicious. How can something so good for us be so yummy? simple: we start with the best ingredients possible and nutrition that matters most to women.  "
Go Raw Live Granola Bar ( 20x1.8 OZ),67.94,NaN,NaN,"Save On Go Raw 20X 1.8 Oz Live Granola Bar Undoubtedly, The Easiest Way To Incorporate Living Foods Into Anyone's Diet. We Each Have Our Favorite As They Are All So Unique.: Gluten Free Kosher (Note: This Product Description Is Informational Only. Always Check The Actual Product Label In Your Possession For The Most Accurate Ingredient Information Before Use. For Any Health Or Dietary Related Matter Always Consult Your Doctor Before Use.)  "
Kit's Organic PButter Fruit Nut 48x 1.76OZ,89.56,NaN,NaN,"CLIF Kit's Organic is a new, simply delicious snack bar made with 100 percent organic fruit and nuts. CLIF Kit's Organic is not kosher. All CLIF Kit's Organic flavors are gluten-free.  "
Quaker Cookies N Cream Chewy Granola Bars Reduced Sugar 8 Bars Per Pack 6.72 OZ (Pack of 12),71.9,($5.99 /  Item),NaN,NaN
"Life Choice, High Potein Nutrition Bars VARIETY PACK: 1 box of DOUBLE CHOCOLATE, 1 box of FUDGE GRAHAM, and 1 box of PEANUT BUTTER EXTREME-5 bars per box (3 PACK)",19.98,NaN,NaN,"Need a protein boost? A quick and easy breakfast? A tasty bite to tide you over before dinner? With our complete system of delicious, naturally flavored nutrition bars, you can choose the perfect snack to meet your body's changing demands and complement your active lifestyle. At Life Choice, our goal is simple: to take the guesswork out of choosing the right nutrition bar for you and your health needs.We offer a variety of great-tasting nutrition bars, so that it's easy for you to select the perfect snack that meets your nutritional needs.  "
"Kellogg's, Rice Krispies Treats, Blasted, Chocolatey Chip Marshmallow, 6 Count, 4.68oz Box (Pack of 6)",28.95,($4.50 /  Item),NaN,"Kellogg's, Rice Krispies Treats, Blasted, Chocolatey Chip Marshmallow, 6 Count, 4.68oz Box (Pack of 6)  "
Nature Valley Oats 'N Honey - 70 Bars,13.45,NaN,NaN,"Excellent source of whole grain. Nature Valley® Oats 'N Honey - 70 Bars  "
Plum Kids Organic Pk Straw/Pbtr Jammy (Pack Of 30),33.19,($9.99 / 10 Items),NaN,"Made with 100% whole grains! Sized with snack time in mind. Real organic fruit. Perfect lunchbox snack! A snackable, packable sammy. Our Jammy Sammy is a snack size twist on a lunchbox favorite. Each yummy bar is made with organic ingredients that help nourish and fuel kids with energy throughout the day. And, each one is individually wrapped, easy to pack and easy to eat - perfect for when you've gotta jam! Simple to pack snacks. Plum Kids know that what's good for you should taste good too. Packing lunch is simply yummy with our organic grab-and-go snacks. A whole line of fruits, grains, yogurts and yes, even veggies! So much to yum about - try them all! The Plum Promise: Only the yummiest foods to inspire a joy of eating. Always certified organic. No genetically modified ingredients. No high fructose corn syrup. No trans fats. No artificial flavors or preservatives. BPA-free packaging. All for yum. Plum for all! Whole grain, 8 g or more per serving. Eat 48 g or more of whole grains daily. Certified Organic by Oregon Tilth.  "
Nairn's Biscuit Breaks - Chocolate Chip (160g),5.79,NaN,NaN,"Nairn's Biscuit Breaks - Chocolate Chip (160g)  "
"Two Degrees Cherry Almond Nutrition Bars, 1.6 Ounce each (Pack of 9)",18.99,($2.09 /  bars),NaN,"Enjoy Two Degrees Cherry Almond Nutrition Bars. Tray Of 9 Nutrition BarsLow Calorie, Gluten Free, Gmo Free And VeganSoft And Scrumptious: Made With Real Fruits, Toasted Nuts And Seeds, And Topped With Wholesome GrainsIs Good; Does Good: For Every Bar You Buy, Two Degrees Gives A Nutrition Pack To A Hungry Child (Note: Description is informational only. Please refer to ingredients label on product prior to use and address any health questions to your Health Professional prior to use.  "
"Trader Joe's ""This Fig Walks Into a Bar..."" Low Fat Cereal Bar 2 Pk.",14.22,($2.37 /  Item),NaN,"Trader Joe's low fat cereal bars. Two pack of 6 bars per box.  "
"Bar, Organic, Koka Moka, 3 oz ( Value Bulk Multi-pack)",71.94,NaN,NaN,"Oats (Rolled Oats, Rolled Oats) Peanut Butter, Brown Rice Syrup, Raisins, Dates, Raw Sunflower Seeds, Raw Coconut, Grain Sweetened Dark Chocolate Chips (Whole Grain Malted Barley And Corn, Cocoa Powder, Soy Lecithin, Pure Natural Vanilla), Raw Cashews, Rolled Rye, Raw Brown Flax Seed, Raw Brown Sesame Seed, Raw Almonds, Evaporated Cane Juice, Pineappleple, Papaya, Soy Oil, Expeller Pressed Canola Oil, Cocoa Powder, Natural Coffee Flavor, Raw Brazil Nuts, Raw Pumpkin Seed, Brown Crisp Rice (Brown Rice Flour, Molasses, Sea Salt), Corn Flakes (Milled Corn, Barley Malt Syrup), Oat Bran, Oat Solids, Hemp Seed, Apples, Epazote Leaf, Cardamom Seed, Fennel Seed, Fenugreek Seed, Nutmeg, Natural Orange Oil, Natural Vitamin E. Please Always Check The Ingredients Before Use  "
Jordans Absolute Nut Luxury Bars (3x45g),7.99,NaN,NaN,"Jordans Absolute Nut Luxury Bars (3x45g)  "
"Newtons Fig Bars - 12 Pack, 24 oz",15.95,NaN,NaN,"12 two ounce packages per container  "
"Slow Food for Fast Lives Bar, Indian, 1.41 Ounce (Pack of 12)",35.5,($2.10 /  oz),NaN,"Slow Food bars are light meals from global cuisines. Each a full serving of vegetables with nuts, grains and seeds – all under 200 calories. The Indian Bar is a nutritious and delicious smooth blend of cashew nuts, cauliflower, lentils, coconut and curry. This creamy vegan meal will leave you replenished and feeling spry.  "
"Gerber Graduates Apple Cinnamon Fruit & Cereal Bars, 8-Count Bars (Pack of 6)",27.95,($3.27 /  Item),10.3 x 7.2 x 4.2 inches ; 3 pounds,"8 Individually wrapped bars. With other natural flavors. Just right for picking up. Good source of calcium, iron & zinc. No preservatives or artificial flavor. You know calcium helps build strong bones. Yet the labels on most foods don't tell you how much calcium your toddler is getting. How can you make sure your toddler gets enough calcium? Look to Gerber Graduates - the only full line of foods and juices specially designed to meet the nutritional needs of toddlers. So you can be sure you're giving her what she needs. Your toddler is probably getting more and more independent at mealtimes. As he explores his new feeding milestones, Gerber Graduates makes it easy to find the right foods at the right time. Check our packages to see which ones are: Just Right for Picking Up; Just Right for a Sippy Cup; Just Right for Spooning. Made with real fruit, oatmeal and other natural ingredients.  "
"22 Days Bars, Enlightened Pumpkinseed, 50 Gram, 1.76 Ounce",2.49,($1.41 /  oz),NaN,"Protein bar  "
Honey Bunches of Oats Granola Crunchy Honey Roasted 11 oz. (2 pack),13.49,($7.43 /  Item),NaN,"Bring your bunch together anytime, anywhere with delicious Post Honey Bunches of Oats Crunchy Honey Roasted Granola. With three grams of fiber and 29 grams of whole grain per serving, it's the perfect combination of wholesome goodness and honey-sweet crunch that everyone in your entire family will love. Enjoy it your way!  "
Alpen Light Summer Fruits X 10 210G,19.88,NaN,NaN,"Bigger value pack 70 calories per bar With prebiotic to aid healthy digestion High in fibre Suitable for vegetarians Prebiotic mixed cereal bars with apple, sweetened cranberry, raspberry, strawberry and a yogurt flavour drizzle. Contains at least half the fat of an Alpen Strawberry & Yogurt bar 4.1g per 100g. Alpen Strawberry & Yogurt bar 10.2g per 100g. Comparison verified July 2011. You'll love our lighter cereal bars from Alpen They contain half the fat of regular Alpen bars. With 70 calories per bar they're a great way to keep in shape. There's no compromise on taste. Delicious wholegrain flakes, summer fruits and nutritious oats, topped to perfection with a delicate yogurt drizzle, Alpen Light bars are a great snack to enjoy anytime of the day. About 5g of prebiotic oligofructose is recommended per day; each 19g Alpen Light bar contains at least 70% of this amount, as part of a healthy diet and lifestyle. Allergy Information Allergy Other Text: Not suitable for nut allergy sufferers Contains: Barley, Oats, Wheat, Milk, Soya\Soybeans, Sulphur Dioxide/Sulphites  "
Kellogg's Special K Mini Breaks Original (5x24g),8.69,NaN,NaN,"Kellogg's Special K have introduced a new snack called 'Mini Breaks'. Mini breaks are made with multi-cereals including rice, wheat flour, whole oats, wholewheat and rice flour. The ingredients are baked to form crunchy mini biscuit bites that are perfect for snacking on. Watching your shape does not mean that you cannot still enjoy the good things in life! Each bag of mini breaks only contains between 97-99 calories so you can still have a little nibble without maxing out on your calorie intake. Even if you're not watching your weight, these mini breaks are tasty, full of goodness and easy to take with you wherever you go.  "
Necco Sky Bars 1.5oz Bars (Pack of 36),28.08,NaN,8 x 6 x 6 inches ; 5.5 pounds,"Each bar has 4 flavors including Vanilla, Peanut, Fudge, and Caramel  "
"6oz Mrs. Freshley's Fruit & Grain 6 Strawberry Cereal Bars Snack, Low Fat, Oats (Two Boxes)",20.99,($10.50 /  Item),NaN,"Includes: 6 Strawberry Cereal Bars per box.
Perfect for lunches, after school snacks.  "
"Betty Lou's Inc. Bar, Og, Superberry Acai, 1.50-Ounce (Pack of 12)",26.27,($1.15 /  oz),15.8 x 12.5 x 5 inches ; 1.2 pounds,"1 full fruit serving per barORAC Antioxidant Value of 25,800 (tested by credible laboratory, Brunswick Labs)1000 mg. Freeze Dried Acai (pronounced Ah-sigh-ee)Organic CertifiedVeganGluten-FreeContains whole fruits: Raspberries, Dates, Acai, Goji Berries and CranberriesProtein source: Organic Rice Protein & CashewsWhat are Superberries? The acai berries, goji berries, cranberries and raspberries in this bar are super because they are full of powerhouse antioxidants and dietary fiber, and it doesnt hurt that they taste great! Acai berries also contain healthy unsaturated fatty acids that have a ratio similar to olive oil. We use only organic freeze dried acai berries because freeze drying captures all the rich nutrients that this great fruit has to offer!  "
Energy Bar Peanut Butter N' Honey 15/1.75 oz Bar(S),22.2,NaN,8.6 x 5.3 x 2.5 inches ; 2.1 pounds,"With 190 calories per bar, Honey Stinger Peanut Butter N' Honey Energy Bars feature 23 vitamins and minerals! And with calcium and protein too, this delicious bar has a chocolate coated bottom and over 30% honey for pure natural energy when you need it most. Non-GMO soy. Made in the USA.  "
"FruitChia 6-Flavor COMBO-PACK - All Natural / Real Fruit & Chia Seed Bar With Omega-3. Gluten-Free, Kosher & Vegan - 24 PACK",34.99,NaN,5 x 1.8 x 0.3 inches ; 1.4 ounces,"4 TOTAL INGREDIENTS (3 with PEAR) PER BAR - 3 are all natural/real fruit and the 4th is chia seeds - That's it! Vegan ~ Kosher & Gluten-Free Taste GREAT! 2 full servings of fruit per bar Low-Glycemic with the natural sugar of 1 fresh apple NO added ingredients, nothing artificial & no preservatives, period!  "
"LARABAR Alt Bar, Cinnamon Apple Crisp 1.95, Gluten Free (Pack of 15)",23.77,($1.58 /  count),NaN,"Alt, the alternative protein bar, is the first-ever bar with added protein from Larabar. Many bar brands use soy or whey protein, but Alt uses an alternative protein source: peas. Vegan, gluten free, dairy free, and non-GMO, Alt also uses a wrapper that is 31% renewable. Everyone loves dessert–and with a fresh-from-the-oven taste, cinnamon apple crisp contains 10 gram of protein. So go ahead and eat dessert first.  "
Kellogg's Froot Loops Sooper Loopers Cereal 12.2 oz,8.99,($27.54 /  kg),2.4 x 15.8 x 7.8 inches ; 1 pounds,"Per 1 cup serving: 110 Calories; 0.5g Saturated fat--3%; 135mg Sodium--6%; 12g Sugars; 3g Fiber--11%, Vitamin D--10%; Whole Grain Stamp: 10g or more per serving  "
Apricot Cherry Granola Bars (Pack of 12),,NaN,2.2 x 2.2 x 0.6 inches ; 1.4 ounces,"A tasty mix of sun dried apricots, tart cherries, almonds and cashews. Made with organic chia and amaranth seeds. A fruit and nut lovers favorite.  "
"PowerBar Protein Plus Cookie, Chocolate Mint, 2.29 Ounce (Pack of 15)",21.99,($0.69 /  ounce),NaN,"  PowerBar ProteinPlus Cookie, Chocolate Mint     After you’ve pushed yourself as hard as you can, you need the proper nutrients to help recover. PowerBar ProteinPlus protein bars are a great addition to your exercise regimen, especially after you’ve given it your all. They’re designed with 20 grams of protein, including our high-quality TriSource blend of whey, soy and casein proteins. And, there are no preservatives or artificial flavors.     Keep going strong with a delicious way to round out your exercise routine.  Maximize your recovery!  FAQs for PowerBar ProteinPlus Bar 20g  Who should use PowerBar ProteinPlus protein bars?  Dedicated athletes that need a great tasting source of protein for post-workout recovery.  PowerBar ProteinPlus protein bars are a good choice for athletes who want a convenient source of high-quality protein to help round out their exercise routine. They were developed by the Sports Nutrition experts at PowerBar, and they can help optimize your recovery period after training and competition.  How should I use PowerBar ProteinPlus protein bars?  Consume a PowerBar ProteinPlus protein bar after an intense workout.  High quality protein should be consumed regularly throughout the day as part of an athlete’s daily protein intake, especially soon after exercise. This can help support long-term maintenance, growth and repair of lean muscle tissue.  How much protein do I need after exercise?  Protein requirements vary between athletes based on differences in body size or activity level.  In general, look to consume a minimum of 15–25 grams of protein within an hour after activity to maximize the muscle rebuilding process.  Why is it important to consume carbohydrates in addition to protein?  Carbohydrates stored in muscles is called glycogen. Glycogen gets used up during exercise.  Consuming carbohydrates within 30 minutes after exercise at 2 hour intervals for up to 6 hours is recommended for rebuilding muscle glycogen stores and supports recovery prior to any training session or competition to occur within the next 24 hours.  What are the protein sources in PowerBar ProteinPlus 20g protein bars?  The PowerBar TriSource protein blend is a combination of three protein sources: soy protein isolate, calcium caseinate, and whey protein isolate.  What other foods can help provide the level of high quality protein equivalent to one PowerBar ProteinPlus 20g protein bar?  The following foods contain approximately the same amount of protein as one PowerBar ProteinPlus protein bar:   Milk: 2 cups of 2% milk  Tuna: 1 serving (3 oz)  Ground Beef: 1 serving (2.5 oz)   What are the nutritional advantages of PowerBar ProteinPlus 20g protein bars?  PowerBar ProteinPlus 20g protein bars deliver high quality protein from our PowerBar TriSource protein blend in each 210 calorie bar.  High quality protein such as whey, casein and soy are effective in supporting the maintenance, repair and synthesis of lean muscle tissue in response to training. Some athletes generally require 0.6–0.9 grams of protein per pound of body weight per day. This is 90 to 135 grams each day for a 150lb individual.  I have food allergies. Can I eat PowerBar ProteinPlus 20g protein bars?  PowerBar ProteinPlus 20g protein bars contain peanuts, tree nuts, milk, soy, and may contain wheat from shared manufacturing equipment. If you are allergic to any of these ingredients, this product is not for you. We encourage you to read the label for the most up-to-date ingredient list.  How do I store PowerBar ProteinPlus 20g protein bars?  PowerBar ProteinPlus protein bars do not have to be refrigerated, but we recommend storing the bars in a cool, dry place. In general, it is best to store PowerBar ProteinPlus protein bars between 40–80° F.  Please note: Storing a PowerBar ProteinPlus protein bar in areas where the temperature exceeds 80° F for an extended period of time will result in significant changes to the taste, texture, color, and coating of the product.  How long will my PowerBar ProteinPlus 20g protein bars last?  Each PowerBar ProteinPlus protein bar is stamped with a “best by” date. We recommend that you use them by the “best by” date to ensure you're enjoying our highest quality product and receiving the full nutritional benefits of the product.  This PowerBar ProteinPlus bar has 20g (40% DV) of protein compared to 10-11g (18-20% DV) in PowerBar Protein Triple Threat bar.  Other PowerBar Protein Products:         "
