@info
{
    "table":{
        "name":"gold",
        "description":"",
        "idAttrib":{
            "name":"pairId",
            "type":"INTEGER"
        },
        "projectName":"breakfast",
        "attributes":[
            {
                "name":"pairId",
                "type":"INTEGER"
            },
            {
                "name":"tableA.id",
                "type":"INTEGER"
            },
            {
                "name":"tableB.id",
                "type":"INTEGER"
            },
            {
                "name":"tableA.title",
                "type":"TEXT"
            },
            {
                "name":"tableA.price",
                "type":"FLOAT"
            },
            {
                "name":"tableA.brand",
                "type":"TEXT"
            },
            {
                "name":"tableA.weight",
                "type":"TEXT"
            },
            {
                "name":"tableA.size",
                "type":"TEXT"
            },
            {
                "name":"tableB.title",
                "type":"TEXT"
            },
            {
                "name":"tableB.price",
                "type":"FLOAT"
            },
            {
                "name":"tableB.description",
                "type":"TEXT"
            },
            {
                "name":"tableB.variation_size",
                "type":"TEXT"
            },
            {
                "name":"tableB.size",
                "type":"TEXT"
            },
            {
                "name":"label",
                "type":"INTEGER"
            }
        ]
    }
}

@data
pairId:INTEGER,tableA.id:INTEGER,tableB.id:INTEGER,tableA.title:TEXT,tableA.price:FLOAT,tableA.brand:TEXT,tableA.weight:TEXT,tableA.size:TEXT,tableB.title:TEXT,tableB.price:FLOAT,tableB.description:TEXT,tableB.variation_size:TEXT,tableB.size:TEXT,label:INTEGER
207069,50,2984,great value apple cinnamon fruit & grain bars  10.4 oz,2.0,Great Value,10.4,NA,great value chewy granola bars  18- 0.84 oz (24g),29.99,great value chewy,0.84,NA,0
207192,50,3107,great value apple cinnamon fruit & grain bars  10.4 oz,2.0,Great Value,10.4,NA,great value chewy granola bars  6-1.23 oz (35g) each,4.99,great value chewy,1.23,NA,0
207400,50,3315,great value apple cinnamon fruit & grain bars  10.4 oz,2.0,Great Value,10.4,NA,that's it apple & banana fruit bars 12/1.2 oz,24.16,that's it apple,1.2,NA,0
207442,50,3357,great value apple cinnamon fruit & grain bars  10.4 oz,2.0,Great Value,10.4,NA,betty lou's jumbo fruit bars  cinnamon apple  2 oz - 5 pack,144.44,betty lou's jumbo,2,NA,0
207578,50,3493,great value apple cinnamon fruit & grain bars  10.4 oz,2.0,Great Value,10.4,NA,sunbelt bakery's apple cinnamon fruit & grain bars 8-count (8 boxes),33.0,sunbelt bakery's apple,NA,NA,0
207788,50,3703,great value apple cinnamon fruit & grain bars  10.4 oz,2.0,Great Value,10.4,NA,great value mixed berry fruit & grain bars  10.4 oz,11.98,great value mixed,10.4,NA,0
207872,50,3787,great value apple cinnamon fruit & grain bars  10.4 oz,2.0,Great Value,10.4,NA,jordans frusli cereal bars apple  sultana & cinnamon (6x30g),7.99,jordans frusli cereal,NA,NA,0
208001,50,3916,great value apple cinnamon fruit & grain bars  10.4 oz,2.0,Great Value,10.4,NA,bimbo  multi grain apple cinnamon cereal bar  9 oz,10.0,bimbo  multi,9,NA,0
210842,51,2592,meta health bar cinnamon oatmeal raisin health bars  1.41 oz  6 count,7.47,Meta,1.41,NA,general mills cinnamon toast crunch cereal bars  0.85 oz  6 count,29.88,general mills cinnamon,0.85,NA,0
211217,51,2967,meta health bar cinnamon oatmeal raisin health bars  1.41 oz  6 count,7.47,Meta,1.41,NA,meta 3-in-1 multihealth fiber health bar  cinnamon oatmeal raisin (10 ct),19.85,meta 3-in-1 multihealth,NA,NA,0
213207,52,792,kellogg's nutri-grain strawberry cereal bar  20.80 oz,4.78,Nutri-Grain,20.80,NA,kellogg's special k cereal bar  chocolate covered strawberry  4.86 ounce,5.45,kellogg's special k,4.86,NA,0
213635,52,1220,kellogg's nutri-grain strawberry cereal bar  20.80 oz,4.78,Nutri-Grain,20.80,NA,kellogg's special k cereal bar  strawberry  .81 oz  12/box,15.48,kellogg's special k,81,NA,0
213952,52,1537,kellogg's nutri-grain strawberry cereal bar  20.80 oz,4.78,Nutri-Grain,20.80,NA,nutri-grain cereal bars  strawberry  10.4 oz  (pack of 3),19.99,nutri-grain cereal bars,10.4,3.0,0
214463,52,2048,kellogg's nutri-grain strawberry cereal bar  20.80 oz,4.78,Nutri-Grain,20.80,NA,kellogg's nutri-grain bars  strawberry  16 count,4.78,kellogg's nutri-grain bars,NA,NA,1
214948,52,2533,kellogg's nutri-grain strawberry cereal bar  20.80 oz,4.78,Nutri-Grain,20.80,NA,kellogg's  nutri-grain raspberry cereal bars  8 ct  10.4 oz,11.49,kellogg's  nutri-grain,10.4,NA,0
215133,52,2718,kellogg's nutri-grain strawberry cereal bar  20.80 oz,4.78,Nutri-Grain,20.80,NA,kellogg's nutri-grain cereal bars  36 count,16.59,kellogg's nutri-grain cereal,NA,NA,0
215240,52,2825,kellogg's nutri-grain strawberry cereal bar  20.80 oz,4.78,Nutri-Grain,20.80,NA,kellogg's  nutri-grain blueberry cereal bars  8 ct  10.4 oz,8.98,kellogg's  nutri-grain,10.4,NA,0
215400,52,2985,kellogg's nutri-grain strawberry cereal bar  20.80 oz,4.78,Nutri-Grain,20.80,NA,special k cereal bar  strawberry  .81 oz  12/box,12.81,special k cereal,81,NA,0
218035,53,1455,mariani cranberry honey bars  1.4 oz  6 count,-1.0,Mariani,1.4,NA,bar  cranberry and almond  1.4 oz - 12 bars (24-pack),39.99,bar  cranberry,1.4,NA,0
219314,53,2734,mariani cranberry honey bars  1.4 oz  6 count,-1.0,Mariani,1.4,NA,bar  cranberry and almond  1.4 oz - 12 bars (48-pack),63.94,bar  cranberry,1.4,NA,0
225357,55,447,great value mixed berry fruit & grain bars  10.4 oz,2.0,Great Value,10.4,NA,great value chewy fiber bars  5-1.4 oz (40g),14.0,great value chewy,1.4,NA,0
226585,55,1675,great value mixed berry fruit & grain bars  10.4 oz,2.0,Great Value,10.4,NA,pampa fruit & grain bars strawberry  6 oz (pack of 14),43.2,pampa fruit &,6,14.0,0
227460,55,2550,great value mixed berry fruit & grain bars  10.4 oz,2.0,Great Value,10.4,NA,nakd berry cheeky fruit  oat & nut bars (4x30g),8.99,nakd berry cheeky,NA,NA,0
227894,55,2984,great value mixed berry fruit & grain bars  10.4 oz,2.0,Great Value,10.4,NA,great value chewy granola bars  18- 0.84 oz (24g),29.99,great value chewy,0.84,NA,0
228017,55,3107,great value mixed berry fruit & grain bars  10.4 oz,2.0,Great Value,10.4,NA,great value chewy granola bars  6-1.23 oz (35g) each,4.99,great value chewy,1.23,NA,0
228472,55,3562,great value mixed berry fruit & grain bars  10.4 oz,2.0,Great Value,10.4,NA,wgmns cereal bars  fruit & grain  mixed berry  10.4 oz. (pack of 6),25.98,wgmns cereal bars,10.4,6.0,0
228533,55,3623,great value mixed berry fruit & grain bars  10.4 oz,2.0,Great Value,10.4,NA,soyjoy all natural fruit & soy bars  berry  12 pk,12.99,soyjoy all natural,NA,NA,0
228613,55,3703,great value mixed berry fruit & grain bars  10.4 oz,2.0,Great Value,10.4,NA,great value mixed berry fruit & grain bars  10.4 oz,11.98,great value mixed,10.4,NA,0
229596,56,521,kellogg's nutri-grain apple cinnamon cereal bars  16ct,10.19,Nutri-Grain,NA,NA,kellogg's nutrigrain cereal bar apple cinnamon,15.99,kellogg's nutrigrain cereal,NA,NA,1
230943,56,1868,kellogg's nutri-grain apple cinnamon cereal bars  16ct,10.19,Nutri-Grain,NA,NA,kellogg's nutri-grain cereal bars  apple cinnamon  16-count bars (pack of 3),36.61,kellogg's nutri-grain cereal,NA,3.0,0
233880,57,640,nabisco belvita golden oat breakfast biscuits  1.76 oz  5 count,2.98,Generic,1.76,NA,belvita breakfast biscuits  1.76 oz pack  golden oat  64/carton,75.41,belvita breakfast biscuits,1.76,NA,0
240652,58,3247,kellogg's special k protein chocolate peanut butter meal bar  1.59 oz  8 count,13.74,Kellogg's,1.59,NA,special k protein meal bar  chocolate peanut butter  6-count bars (pack of 6),57.44,special k protein,NA,6.0,0
241415,58,4010,kellogg's special k protein chocolate peanut butter meal bar  1.59 oz  8 count,13.74,Kellogg's,1.59,NA,-- special k protein meal bar  chocolate/peanut butter  1.59 oz  8/box,21.98,-- special k,1.59,NA,1
247063,60,1328,great value fiber bars oats & peanut butter  5 ct,2.0,Great Value,NA,NA,general mills fiber one oat & peanut butter chewy bars 16ct,32.89,general mills fiber,NA,NA,0
255953,62,1888,honey nut cheerios milk 'n cereal bars  1.4 oz  6 count,2.5,Honey Nut Cheerios,1.4,NA,cheerios honey nut   milk 'n cereal bars  6-count boxes (pack of 10),37.06,cheerios honey nut,NA,10.0,0
258802,63,572,kellogg's special k blueberry pastry crisps  0.88 oz  9 count,8.07,Kellogg's,0.88,NA,kellogg's special k pastry crisps strawberry/blueberry variety 26.4oz (3 boxes),58.0,kellogg's special k,26.4,NA,0
258929,63,699,kellogg's special k blueberry pastry crisps  0.88 oz  9 count,8.07,Kellogg's,0.88,NA,special k blueberry pastry crisps (9 pack),8.96,special k blueberry,NA,NA,1
261617,63,3387,kellogg's special k blueberry pastry crisps  0.88 oz  9 count,8.07,Kellogg's,0.88,NA,kellogg's special k fruit crisps bars  blueberry  5 ct,4.99,kellogg's special k,NA,NA,0
264267,64,1872,milk n' cereal bars variety pack  6 ct,2.5,General Mills,NA,NA,milk n cereal bars 6 bars variety pack 9 oz,9.99,milk n cereal,9,NA,1
267159,65,599,larabar uber cherry cobbler fruit & nut bar  1.42 of (pack of 15),23.65,Larabar,NA,15.0,wai lana fruit & nut bar - tropical macadamia  2-ounce bars (pack of 12),40.15,wai lana fruit,NA,12.0,0
269922,65,3362,larabar uber cherry cobbler fruit & nut bar  1.42 of (pack of 15),23.65,Larabar,NA,15.0,larabar ubar bar  1.42 ounce - cherry cobbler (15 pack),29.88,larabar ubar bar,1.42,NA,1
271874,66,1149,great value blueberry fruit & grain bars  10.4 oz,2.0,Great Value,10.4,NA,wgmns cereal bars  fruit & grain  blueberry  10.4 oz. (pack of 6),24.98,wgmns cereal bars,10.4,6.0,0
274428,66,3703,great value blueberry fruit & grain bars  10.4 oz,2.0,Great Value,10.4,NA,great value mixed berry fruit & grain bars  10.4 oz,11.98,great value mixed,10.4,NA,0
280774,68,1719,fiber one strawberry streusel bars  1.42 oz  12 count,5.68,Fiber One,1.42,NA,fiber one streusel strawberry bars 5 count (pack of 2 ),10.95,fiber one streusel,NA,2.0,0
282054,68,2999,fiber one strawberry streusel bars  1.42 oz  12 count,5.68,Fiber One,1.42,NA,fiber one streusel bar  strawberry (20 ct),20.99,fiber one streusel,NA,NA,0
282888,68,3833,fiber one strawberry streusel bars  1.42 oz  12 count,5.68,Fiber One,1.42,NA,12 bar pack fiber one streusel strawberry bars,-1.0,12 bar pack,NA,NA,1
284927,69,1707,glutino gluten free apple breakfast bars  5 count  (pack of 12),65.05,Glutino,NA,12.0,glutino  breakfast bar  apple  7.05 oz (pack of 12 ),70.17,glutino  breakfast,7.05,12.0,1
285178,69,1958,glutino gluten free apple breakfast bars  5 count  (pack of 12),65.05,Glutino,NA,12.0,glutino gluten free breakfast bars  apple  7.05 ounce (pack of 12),68.99,glutino gluten free,7.05,12.0,1
286512,69,3292,glutino gluten free apple breakfast bars  5 count  (pack of 12),65.05,Glutino,NA,12.0,glutino  apple breakfast bars  5 ct,84.25,glutino  apple,NA,NA,1
301631,73,1751,kellogg's: nutri-grain apple cinnamon cereal bar  20.80 oz,4.78,Nutri-Grain,20.80,NA,nutrigrain apple cinnamon cereal bar  1.55 ounce -- 96 per case.,69.45,nutrigrain apple cinnamon,1.55,NA,0
301958,73,2078,kellogg's: nutri-grain apple cinnamon cereal bar  20.80 oz,4.78,Nutri-Grain,20.80,NA,nutri-grain cereal bars  apple cinnamon  8-count bars (pack of 3),21.2,nutri-grain cereal bars,NA,3.0,0
315200,76,2825,kellogg's nutri-grain cereal bars blueberry 8ct,2.78,Nutri-Grain,NA,NA,kellogg's  nutri-grain blueberry cereal bars  8 ct  10.4 oz,8.98,kellogg's  nutri-grain,10.4,NA,0
317178,77,638,nature valley blueberry breakfast biscuits  1.77 oz  12 count,5.68,Nature Valley,1.77,NA,belvita breakfast biscuits  blueberry breakfast biscuits  8.8 oz,9.85,belvita breakfast biscuits,8.8,NA,0
321189,78,484,envirokidz peanut choco drizzle cereal bars  6 oz (pack of 6),26.48,Envirokidz,6,6.0,zone perfect nutrition bars  chocolate peanut butter  8.8 oz (pack of 4),36.29,zone perfect nutrition,8.8,4.0,0
325645,79,775,general mills cinnamon toast crunch cereal bars  0.85 oz  6 count,2.5,Cinnamon Toast Crunch,0.85,NA,big general mills milk 'n cereal bars cinnamon toast crunch 9.5oz (pack of 20),98.44,big general mills,9.5,20.0,0
327462,79,2592,general mills cinnamon toast crunch cereal bars  0.85 oz  6 count,2.5,Cinnamon Toast Crunch,0.85,NA,general mills cinnamon toast crunch cereal bars  0.85 oz  6 count,29.88,general mills cinnamon,0.85,NA,0
344129,83,2599,glutino gluten free blueberry breakfast bars  5 count  (pack of 12),65.05,Glutino,NA,12.0,glutino gluten free breakfast bars  blueberry  5-count boxes  7.05oz  (pack of 6),31.99,glutino gluten free,7.05,6.0,0
344410,83,2880,glutino gluten free blueberry breakfast bars  5 count  (pack of 12),65.05,Glutino,NA,12.0,kind plus gluten free bars pomegranate blueberry pistachio plus antioxidants (pack of 8),14.95,kind plus gluten,NA,8.0,0
344445,83,2915,glutino gluten free blueberry breakfast bars  5 count  (pack of 12),65.05,Glutino,NA,12.0,glutino  breakfast bars  blueberry  7.05oz box (pack of 2),19.65,glutino  breakfast,7.05,2.0,0
347748,84,2053,kellogg nutri grain cereal bars cherry 8ct,2.78,Nutri-Grain,NA,NA,kellogg nutri grain cereal bars cherry 8ct,11.98,kellogg nutri grain,NA,NA,1
356930,86,2905,health valley organic apple cobbler multigrain cereal bars  7.9 oz  (pack of 6),30.79,Health Valley,7.9,6.0,health valley organic multigrain cereal bars  strawberry cobbler  6 bars (pack of 6),25.13,health valley organic,NA,6.0,0
357053,86,3028,health valley organic apple cobbler multigrain cereal bars  7.9 oz  (pack of 6),30.79,Health Valley,7.9,6.0,health valley organic multigrain cereal bars  blueberry cobbler  6 bars  7.9 ounce (pack of 6),28.02,health valley organic,7.9,6.0,0
390250,94,2905,health valley organic blueberry cobbler multigrain cereal bars  7.9 oz  (pack of 6),31.2,Health Valley,7.9,6.0,health valley organic multigrain cereal bars  strawberry cobbler  6 bars (pack of 6),25.13,health valley organic,NA,6.0,0
390373,94,3028,health valley organic blueberry cobbler multigrain cereal bars  7.9 oz  (pack of 6),31.2,Health Valley,7.9,6.0,health valley organic multigrain cereal bars  blueberry cobbler  6 bars  7.9 ounce (pack of 6),28.02,health valley organic,7.9,6.0,1
749864,181,164,bear naked 100% pure & natural maple pecan granola  12 oz,3.68,Bear Naked,12,NA,bear naked granola  maple pecan  12 oz,4.19,bear naked granola,12,NA,1
1213134,292,1119,udi's au naturel granola  13 oz (pack of 6),27.39,Udi's,13,6.0,udi's gluten free au naturel granola (pack of 6),39.99,udi's gluten free,NA,6.0,1
1555251,374,1706,kellogg's special k chocolatey pretzel cereal bars  0.77 oz  12 count,4.78,Kellogg's,0.77,NA,kellogg's special k chocolatey pretzel cereal bars  0.77 oz  12 count,-1.0,kellogg's special k,0.77,NA,1
1992990,479,2120,kellogg's nutri-grain cereal bars  apple cinnamon  8 ct,2.78,Nutri-Grain,NA,NA,gerber graduates cereal bars - apple cinnamon - 8 ct,2.88,gerber graduates cereal,NA,NA,1
3246177,780,1642,bakery on main granola 12oz pack of 6,50.22,Bakery on Main,12,6.0,bakery on main cinnamon raisin fiber granola 12 oz (pack of 6),47.3,bakery on main,12,6.0,1
5367847,1289,3327,fiber one original english muffins  6 count,-1.0,Fiber One,NA,NA,fiber one english muffins original - 6 ct,16.99,fiber one english,NA,NA,1
5871812,1410,3327,fiber one multigrain english muffins  6 count,-1.0,Fiber One,NA,NA,fiber one english muffins original - 6 ct,16.99,fiber one english,NA,NA,1
12395835,2977,795,nature's path organic peanut butter granola  11.5 oz (pack of 6),30.55,Nature's Path,11.5,6.0,nature's path organic peanut butter granola ( 12x11.5 oz),42.41,nature's path organic,11.5,NA,1
12638252,3035,1642,bakery on main gourmet naturals cranberry orange cashew granola  12 oz (pack of 6),34.02,Bakery on Main,12,6.0,bakery on main cinnamon raisin fiber granola 12 oz (pack of 6),47.3,bakery on main,12,6.0,0
12688232,3047,1642,bakery on main gourmet naturals fiber power triple berry granola  12 oz (pack of 6),31.66,Bakery on Main,12,6.0,bakery on main cinnamon raisin fiber granola 12 oz (pack of 6),47.3,bakery on main,12,6.0,0
13033404,3130,1119,udi's gluten free cranberry granola  12 oz (pack of 6),36.08,Udi's,12,6.0,udi's gluten free au naturel granola (pack of 6),39.99,udi's gluten free,NA,6.0,1
13035366,3130,3081,udi's gluten free cranberry granola  12 oz (pack of 6),36.08,Udi's,12,6.0,cranberry maple almond gluten free granola bars (pack of 12),-1.0,cranberry maple almond,NA,12.0,0
13054395,3135,1285,nutritious living hi lo vanilla almond cereal  10 oz (pack of 6),31.68,Nutorious Living,10,6.0,nutritious living hi-lo vanilla almond cereal  10-ounce units (pack of 6),37.24,nutritious living hi-lo,NA,6.0,1
13067247,3138,1642,bakery on main granola 12oz pack of 6,45.76,Bakery on Main,12,6.0,bakery on main cinnamon raisin fiber granola 12 oz (pack of 6),47.3,bakery on main,12,6.0,1
13127808,3152,3893,nature's path organic macaroon crunch granola bars  7.05 oz  (pack of 6),25.68,Nature's Path,7.05,6.0,nature's path organic crunchy granola bars  macaroon crunch  7.05-ounce (pack of 6),25.56,nature's path organic,NA,6.0,1
13187509,3167,1119,udi's naturel granola  12 oz (pack of 6),34.11,Udi's,12,6.0,udi's gluten free au naturel granola (pack of 6),39.99,udi's gluten free,NA,6.0,1
13196362,3169,1642,bakery on main gourmet naturals fiber power cinnamon raisin granola  12 oz (pack of 6),31.66,Bakery on Main,12,6.0,bakery on main cinnamon raisin fiber granola 12 oz (pack of 6),47.3,bakery on main,12,6.0,1
13302374,3194,3529,fiber one protein cranberry almond cereal  15.8 oz,3.78,General Mills,15.8,NA,fiber one protein cereal  cranberry almond  15.8 ounce,5.66,fiber one protein,15.8,NA,1
13463990,3233,2710,sam mills buckwheat & millet nuts gluten free granola  12 oz  (pack of 6),26.64,SAM MILLS,12,6.0,sam mills gluten free strawberry and almonds granola 12 ounce (pack of 6),37.14,sam mills gluten,12,6.0,0
13537892,3251,1642,bakery on main granola 12oz pack of 6,49.85,Bakery on Main,12,6.0,bakery on main cinnamon raisin fiber granola 12 oz (pack of 6),47.3,bakery on main,12,6.0,1
13647250,3277,2710,sam mills buckwheat & millet strawberry & almonds gluten free granola  12 oz  (pack of 6),26.29,SAM MILLS,12,6.0,sam mills gluten free strawberry and almonds granola 12 ounce (pack of 6),37.14,sam mills gluten,12,6.0,1
13721152,3295,1642,bakery on main gourmet naturals gluten free apple raisin walnut granola  12 oz  (pack of 6),34.02,Bakery on Main,12,6.0,bakery on main cinnamon raisin fiber granola 12 oz (pack of 6),47.3,bakery on main,12,6.0,0
14026666,3368,3111,bear naked fruit and nut granola  12 oz,3.5,Bear Naked,12,NA,bear naked granola  fruit and nut  12 oz,3.48,bear naked granola,12,NA,1
14545299,3493,1119,udi's gluten free original granola  12 oz (pack of 6),36.56,Udi's,12,6.0,udi's gluten free au naturel granola (pack of 6),39.99,udi's gluten free,NA,6.0,1
14649947,3518,1642,bakery on main gourmet naturals rainforest granola  12 oz (pack of 6),34.02,Bakery on Main,12,6.0,bakery on main cinnamon raisin fiber granola 12 oz (pack of 6),47.3,bakery on main,12,6.0,1
15241229,3660,1494,barbaras cereal 12oz pack of 12,73.35,Barbaras,12,12.0,2.50oz bbq pringles pack of 12,18.27,2.50oz bbq pringles,2.50,12.0,0
15255507,3663,3277,kellogg's frosted cookies & creme pop-tarts  16 ct,3.68,Kellogg's Poptarts,NA,NA,kellogg's pop tarts frosted cookies & creme (8x50g),12.59,kellogg's pop tarts,NA,NA,0
15256987,3664,592,nature's path organic frosted cherry pomegran toaster pastries  11 oz (pack of 6),26.29,Nature's Path,11,6.0,nature's path organic granola bars  pumpkin-n-spice  flax plus 6-count boxes (pack of 6),27.31,nature's path organic,NA,6.0,0
15257554,3664,1159,nature's path organic frosted cherry pomegran toaster pastries  11 oz (pack of 6),26.29,Nature's Path,11,6.0,nature's path organic granola bars  pumpkin-n-spice  flax plus 6-count boxes (pack of 6),27.31,nature's path organic,NA,6.0,1
15259073,3664,2678,nature's path organic frosted cherry pomegran toaster pastries  11 oz (pack of 6),26.29,Nature's Path,11,6.0,nature's path organic granola bars  yogurt berry strawberry  5-count bars (pack of 6),25.02,nature's path organic,NA,6.0,0
15260288,3664,3893,nature's path organic frosted cherry pomegran toaster pastries  11 oz (pack of 6),26.29,Nature's Path,11,6.0,nature's path organic crunchy granola bars  macaroon crunch  7.05-ounce (pack of 6),25.56,nature's path organic,NA,6.0,0
15262387,3665,1827,sprout rise organic purple berry raisin morning fruit & nut granola mix  1 oz  5 count,-1.0,SPROUT,1,NA,nature valley trail mix fruit & nut chewy granola bars  1.2 oz  6 count,-1.0,nature valley trail,1.2,NA,0
14650172,3518,1867,bakery on main gourmet naturals rainforest granola  12 oz (pack of 6),34.02,Bakery on Main,12,6.0,gourmet appetit  banana nut bread soft-baked granola 12 oz. (pack of 2),19.99,"gourmet appetit ",12,2.0,0
14652255,3518,3950,bakery on main gourmet naturals rainforest granola  12 oz (pack of 6),34.02,Bakery on Main,12,6.0,walden farms  drssng cf russian  12 oz (pack of 6),30.96,"walden farms ",12,6.0,0
14668160,3522,3195,quaker real medleys blueberry hazelnut oatmeal  2.11 oz,-1.0,Quaker Oatmeal,2.11,NA,quaker breakfast cookies  oatmeal raisin  10.1 oz,4.99,quaker breakfast cookies,10.1,NA,0
14675169,3524,1874,kellogg's pop-tarts frosted brown sugar cinnamon low fat toaster pastries  8ct,1.98,Kellogg's Poptarts,NA,NA,kellogg's pop tarts frosted brown sugar cinnamon  12 count (pack of 3),14.99,kellogg's pop tarts,NA,3.0,0
14676963,3524,3668,kellogg's pop-tarts frosted brown sugar cinnamon low fat toaster pastries  8ct,1.98,Kellogg's Poptarts,NA,NA,kellogg's special k pastry crisps  brown sugar cinnamon  4.4-ounce,7.0,kellogg's special k,NA,NA,0
14680571,3525,3111,bear naked fruit and nut morning power packs granola  5 count  7.5 oz,2.98,Bare Naked,7.5,NA,bear naked granola  fruit and nut  12 oz,3.48,bear naked granola,12,NA,0
14681689,3526,64,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,nutri-grain cereal bars  cherry  8-count bars (pack of 6),16.68,nutri-grain cereal bars,NA,6.0,0
14681739,3526,114,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,arrowhead mills puffed wheat cereal 6 oz (pack of 6),19.45,arrowhead mills puffed,6,6.0,0
14681812,3526,187,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,nutri-grain cereal bars  raspberry  8-count bars (pack of 6),39.5,nutri-grain cereal bars,NA,6.0,0
14681892,3526,267,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,nature's path hot cereal raisin spice 14.0 oz(pack of 6),44.88,nature's path hot,14.0,6.0,0
14682030,3526,405,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,annie's organic peanutty granola bars 6.9 oz (pack of 6),33.35,annie's organic peanutty,6.9,6.0,0
14682063,3526,438,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,nature's path organic optimum slim 14.0 oz (pack of 6),52.56,nature's path organic,14.0,6.0,0
14682081,3526,456,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,special k cereal bars honey nut  6-count (pack of 6),36.63,special k cereal,NA,6.0,0
14682217,3526,592,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,nature's path organic granola bars  pumpkin-n-spice  flax plus 6-count boxes (pack of 6),27.31,nature's path organic,NA,6.0,0
14682473,3526,848,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,skout  organic apple - cinnamon trailbar 1.8 oz (pack of 12),27.33,skout  organic,1.8,12.0,0
14682766,3526,1141,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,nutri-grain cereal bars  blueberry  8-count bars (pack of 6),26.99,nutri-grain cereal bars,NA,6.0,0
14682784,3526,1159,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,nature's path organic granola bars  pumpkin-n-spice  flax plus 6-count boxes (pack of 6),27.31,nature's path organic,NA,6.0,0
14682910,3526,1285,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,nutritious living hi-lo vanilla almond cereal  10-ounce units (pack of 6),37.24,nutritious living hi-lo,NA,6.0,0
14682990,3526,1365,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,special k cereal bars blueberry  6-count (pack of 6),32.57,special k cereal,NA,6.0,0
14683040,3526,1415,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,gerber cereal  oatmeal single grain  16-ounce boxes (pack of 6),42.0,"gerber cereal ",NA,6.0,0
14683162,3526,1537,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,nutri-grain cereal bars  strawberry  10.4 oz  (pack of 3),19.99,nutri-grain cereal bars,10.4,3.0,0
14683839,3526,2214,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,arrowhead mills organic puffed kamut cereal 6 oz (pack of 2),-1.0,arrowhead mills organic,6,2.0,0
14683913,3526,2288,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,quaker warm & crunchy granola cranberry almond 13.5 oz (pack of 6),51.53,quaker warm &,13.5,6.0,0
14683974,3526,2349,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,fiber lemon bars 10.6 oz (pack of 6),74.98,fiber lemon bars,10.6,6.0,0
14684038,3526,2413,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,nature's path whole o's cereal  gluten free 11.5 oz(pack of 6),49.68,nature's path whole,11.5,6.0,0
14684122,3526,2497,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,kashi cereal bar  ripe strawberry  7.2 ounce (pack of 6),21.02,kashi cereal bar,7.2,6.0,0
14684184,3526,2559,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,nature's path cereal  coconut chia granola og2 12.34 oz. (pack of 12),60.02,nature's path cereal,12.34,12.0,0
14684303,3526,2678,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,nature's path organic granola bars  yogurt berry strawberry  5-count bars (pack of 6),25.02,nature's path organic,NA,6.0,0
14684389,3526,2764,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,jimmybar how bout dem apples   1.6 oz (pack of 6),16.95,jimmybar how bout,1.6,6.0,0
14684662,3526,3037,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,jimmybar super hip chocolate chip  1.6 oz (pack of 6),16.95,jimmybar super hip,1.6,6.0,0
14684728,3526,3103,nature's path organic crunchy maple cereal  10.6 oz (pack of 6),32.24,Nature's Path,10.6,6.0,jimmybar peanut butter clutter  1.6 oz (pack of 6),16.95,jimmybar peanut butter,1.6,6.0,0
