@info
{
    "table":{
        "name":"trainPnPsdPld2",
        "description":"",
        "idAttrib":{
            "name":"pairID",
            "type":"INTEGER"
        },
        "projectName":"wgec_el_2",
        "attributes":[
            {
                "name":"pairID",
                "type":"INTEGER"
            },
            {
                "name":"walmart.id",
                "type":"TEXT"
            },
            {
                "name":"vendor.id",
                "type":"TEXT"
            },
            {
                "name":"label",
                "type":"INTEGER"
            }
        ]
    }
}

@data
pairID:INTEGER,walmart.id:TEXT,vendor.id:TEXT,label:INTEGER
2373,17756906,17756906#eBags,1
2374,17787015,17787015#eBags,1
2375,17787047,17787047#eBags,1
2376,17811916,17811916#eBags,1
2377,17811920,17811920#eBags,1
2378,16472525,16472525#ivgStores,1
2379,17811921,17811921#eBags,1
2380,17811933,17811933#eBags,1
2381,17811934,17811934#eBags,1
2382,16497516,16497516#ivgStores,1
2383,19236941,19236941#eBags,1
2384,38691982,38691982#Drill Spot LLC,1
2385,16529039,16529039#ivgStores,1
2386,16595179,16595179#ivgStores,1
2387,39086165,39086165#Drill Spot LLC,1
2388,39086299,39086299#Drill Spot LLC,1
2389,19325537,19325537#eBags,1
2390,19325541,19325541#eBags,1
2391,19325548,19325548#eBags,1
2392,19486740,19486740#eBags,1
2393,19500432,19500432#eBags,1
2394,19500434,19500434#eBags,1
2395,19519662,19519662#eBags,1
2396,19519693,19519693#eBags,1
2397,19519699,19519699#eBags,1
2398,19519995,19519995#eBags,1
2399,19528117,19528117#eBags,1
2400,19581627,19581627#eBags,1
2401,19581746,19581746#eBags,1
2402,19592319,19592319#eBags,1
2403,19613026,19613026#eBags,1
2404,39088349,39088349#Drill Spot LLC,1
2405,19854241,19854241#eBags,1
2406,19857147,19857147#eBags,1
2407,19885644,19885644#eBags,1
2408,10073798,10073798#eBags,1
2409,17205988,17205988#ivgStores,1
2410,10778983,10778983#eBags,1
2411,11038070,11038070#eBags,1
2412,11319372,11319372#eBags,1
2413,11988067,11988067#eBags,1
2414,11997510,11997510#eBags,1
2415,17218996,17218996#ivgStores,1
2416,12179542,12179542#eBags,1
2417,12179764,12179764#eBags,1
2418,12179980,12179980#eBags,1
2419,12179982,12179982#eBags,1
2420,12180126,12180126#eBags,1
2421,12181191,12181191#eBags,1
2422,12181616,12181616#eBags,1
2423,12181619,12181619#eBags,1
2424,12181702,12181702#eBags,1
2425,12181715,12181715#eBags,1
2426,12181726,12181726#eBags,1
2427,35832846,35832846#Drill Spot LLC,1
2428,12181991,12181991#eBags,1
2429,12182216,12182216#eBags,1
2430,12183208,12183208#eBags,1
2431,12183667,12183667#eBags,1
2432,12183902,12183902#eBags,1
2433,12184065,12184065#eBags,1
2434,17378719,17378719#ivgStores,1
2435,12184443,12184443#eBags,1
2436,12184520,12184520#eBags,1
2437,12184521,12184521#eBags,1
2438,12184522,12184522#eBags,1
2439,12184533,12184533#eBags,1
2440,38691977,38691977#Drill Spot LLC,1
2441,12184884,12184884#eBags,1
2442,17395978,17395978#ivgStores,1
2443,12185229,12185229#eBags,1
2444,12186210,12186210#eBags,1
2445,12187129,12187129#eBags,1
2446,12187144,12187144#eBags,1
2447,12187293,12187293#eBags,1
2448,12187607,12187607#eBags,1
2449,12187658,12187658#eBags,1
2450,12327497,12327497#eBags,1
2451,12329966,12329966#eBags,1
2452,12342532,12342532#eBags,1
2453,12342990,12342990#eBags,1
2454,12343015,12343015#eBags,1
2455,39087794,39087794#Drill Spot LLC,1
2456,12361435,12361435#eBags,1
2457,12380449,12380449#eBags,1
2458,12427352,12427352#eBags,1
2459,12427510,12427510#eBags,1
2460,12427511,12427511#eBags,1
2461,12427631,12427631#eBags,1
2462,12427872,12427872#eBags,1
2463,12428125,12428125#eBags,1
2464,29890096,29890096#Perf-Moto,1
2465,12473001,12473001#eBags,1
2466,12548344,12548344#eBags,1
2467,13219555,13219555#eBags,1
2468,13219572,13219572#eBags,1
2469,13219586,13219586#eBags,1
2470,13246508,13246508#eBags,1
2471,13252754,13252754#eBags,1
2472,13309316,13309316#eBags,1
2473,13730085,13730085#eBags,1
2474,14089784,14089784#eBags,1
2475,14247828,14247828#eBags,1
2476,14262375,14262375#eBags,1
2477,14562784,14562784#eBags,1
2478,19314521,19314521#ivgStores,1
2479,14664907,14664907#eBags,1
2480,14664948,14664948#eBags,1
2481,14710193,14710193#eBags,1
2482,14972532,14972532#eBags,1
2483,15040736,15040736#eBags,1
2484,15042378,15042378#eBags,1
2485,15042404,15042404#eBags,1
2486,15107731,15107731#eBags,1
2487,15120522,15120522#eBags,1
2488,15223233,15223233#eBags,1
2489,15268306,15268306#eBags,1
2490,19622610,19622610#ivgStores,1
2491,15525076,15525076#eBags,1
2492,15525081,15525081#eBags,1
2493,39108829,39108829#Drill Spot LLC,1
2494,15637076,15637076#eBags,1
2495,15705832,15705832#eBags,1
2496,15705836,15705836#eBags,1
2497,15739174,15739174#eBags,1
2498,15743221,15743221#eBags,1
2499,15779559,15779559#eBags,1
2500,39149720,39149720#Drill Spot LLC,1
2501,39149737,39149737#Drill Spot LLC,1
2502,15842128,15842128#eBags,1
2503,15861425,15861425#eBags,1
2504,16225386,16225386#eBags,1
2505,16332627,16332627#eBags,1
2506,16489722,16489722#eBags,1
2507,16489726,16489726#eBags,1
2508,16503311,16503311#eBags,1
2509,16503317,16503317#eBags,1
2510,19788776,19788776#ivgStores,1
2511,16521135,16521135#eBags,1
2512,19788777,19788777#ivgStores,1
2513,16530317,16530317#eBags,1
2514,16539498,16539498#eBags,1
2515,16541542,16541542#eBags,1
2516,16543313,16543313#eBags,1
2517,16561686,16561686#eBags,1
2518,29971313,29971313#Perf-Moto,1
2519,16561774,16561774#eBags,1
2520,16561896,16561896#eBags,1
2521,16561919,16561919#eBags,1
2522,16565516,16565516#eBags,1
2523,16596698,16596698#eBags,1
2524,16641311,16641311#eBags,1
2525,16660585,16660585#eBags,1
2526,16660706,16660706#eBags,1
2527,16660727,16660727#eBags,1
2528,16679668,16679668#eBags,1
2529,10298575,10298575#ivgStores,1
2530,16794806,16794806#eBags,1
2531,16874957,16874957#eBags,1
2532,16904136,16904136#eBags,1
2533,16927118,16927118#eBags,1
2534,17129599,17129599#eBags,1
2535,10778911,10778911#ivgStores,1
2536,17134161,17134161#eBags,1
2537,17176659,17176659#eBags,1
2538,17211259,17211259#eBags,1
2539,17248678,17248678#eBags,1
2540,10910106,10910106#ivgStores,1
2541,10988741,10988741#ivgStores,1
2542,10988772,10988772#ivgStores,1
2543,11002013,11002013#ivgStores,1
2544,11007913,11007913#ivgStores,1
2545,11020920,11020920#ivgStores,1
2546,17277024,17277024#eBags,1
2547,11319371,11319371#ivgStores,1
2548,17352814,17352814#eBags,1
2549,17352817,17352817#eBags,1
2550,11331667,11331667#ivgStores,1
2551,11714645,11714645#ivgStores,1
2552,11962149,11962149#ivgStores,1
2553,11962168,11962168#ivgStores,1
2554,11968797,11968797#ivgStores,1
2555,39086974,39086974#Drill Spot LLC,1
2556,11988334,11988334#ivgStores,1
2557,12179755,12179755#ivgStores,1
2558,17376606,17376606#eBags,1
2559,17396007,17396007#eBags,1
2560,17396011,17396011#eBags,1
2561,12185428,12185428#ivgStores,1
2562,12361435,12361435#ivgStores,1
2563,17510989,17510989#eBags,1
2564,17756905,17756905#eBags,1
2565,12636701,12636701#ivgStores,1
2566,17771279,17771279#eBags,1
2567,17787029,17787029#eBags,1
2568,17811910,17811910#eBags,1
2569,17811911,17811911#eBags,1
2570,17811912,17811912#eBags,1
2571,13055897,13055897#ivgStores,1
2572,13056048,13056048#ivgStores,1
2573,13056450,13056450#ivgStores,1
2574,13056511,13056511#ivgStores,1
2575,13056583,13056583#ivgStores,1
2576,13056615,13056615#ivgStores,1
2577,13056620,13056620#ivgStores,1
2578,13056647,13056647#ivgStores,1
2579,19236940,19236940#eBags,1
2580,13056883,13056883#ivgStores,1
2581,13056904,13056904#ivgStores,1
2582,13056957,13056957#ivgStores,1
2583,13059993,13059993#ivgStores,1
2584,13060427,13060427#ivgStores,1
2585,13069298,13069298#ivgStores,1
2586,13070403,13070403#ivgStores,1
2587,13072996,13072996#ivgStores,1
2588,13077380,13077380#ivgStores,1
2589,39088412,39088412#Drill Spot LLC,1
2590,13081516,13081516#ivgStores,1
2591,13081536,13081536#ivgStores,1
2592,13081550,13081550#ivgStores,1
2593,13214775,13214775#ivgStores,1
2594,13215136,13215136#ivgStores,1
2595,13215596,13215596#ivgStores,1
2596,13215787,13215787#ivgStores,1
2597,13216282,13216282#ivgStores,1
2598,13248342,13248342#ivgStores,1
2599,13423226,13423226#ivgStores,1
2600,29978947,29978947#Perf-Moto,1
2601,19329744,19329744#eBags,1
2602,13952211,13952211#ivgStores,1
2603,13989211,13989211#ivgStores,1
2604,19339036,19339036#eBags,1
2605,19339038,19339038#eBags,1
2606,19341635,19341635#eBags,1
2607,29979354,29979354#Perf-Moto,1
2608,19486735,19486735#eBags,1
2609,19500508,19500508#eBags,1
2610,19500510,19500510#eBags,1
2611,19502566,19502566#eBags,1
2612,19502574,19502574#eBags,1
2613,19515823,19515823#eBags,1
2614,19519632,19519632#eBags,1
2615,19519655,19519655#eBags,1
2616,19519669,19519669#eBags,1
2617,14554535,14554535#ivgStores,1
2618,29980114,29980114#Perf-Moto,1
2619,19520010,19520010#eBags,1
2620,19530773,19530773#eBags,1
2621,19530787,19530787#eBags,1
2622,19581636,19581636#eBags,1
2623,19581644,19581644#eBags,1
2624,19581742,19581742#eBags,1
2625,19581744,19581744#eBags,1
2626,19581745,19581745#eBags,1
2627,19612923,19612923#eBags,1
2628,19613031,19613031#eBags,1
2629,19654978,19654978#eBags,1
2630,10073805,10073805#eBags,1
2631,10988705,10988705#eBags,1
2632,11082493,11082493#eBags,1
2633,11319369,11319369#eBags,1
2634,11988061,11988061#eBags,1
2635,11988074,11988074#eBags,1
2636,12179433,12179433#eBags,1
2637,12179543,12179543#eBags,1
2638,12179757,12179757#eBags,1
2639,39086917,39086917#Drill Spot LLC,1
2640,12180076,12180076#eBags,1
2641,39087089,39087089#Drill Spot LLC,1
2642,29982805,29982805#Perf-Moto,1
2643,14648475,14648475#ivgStores,1
2644,39087334,39087334#Drill Spot LLC,1
2645,12181992,12181992#eBags,1
2646,29983305,29983305#Perf-Moto,1
2647,14872663,14872663#ivgStores,1
2648,14872664,14872664#ivgStores,1
2649,12183201,12183201#eBags,1
2650,12183375,12183375#eBags,1
2651,39088292,39088292#Drill Spot LLC,1
2652,12183378,12183378#eBags,1
2653,12183400,12183400#eBags,1
2654,12183714,12183714#eBags,1
2655,12183996,12183996#eBags,1
2656,14898822,14898822#ivgStores,1
2657,12184529,12184529#eBags,1
2658,12184531,12184531#eBags,1
2659,12184970,12184970#eBags,1
2660,12186010,12186010#eBags,1
2661,12186212,12186212#eBags,1
2662,12186238,12186238#eBags,1
2663,12186245,12186245#eBags,1
2664,12186263,12186263#eBags,1
2665,14922485,14922485#ivgStores,1
2666,12186265,12186265#eBags,1
2667,14922536,14922536#ivgStores,1
2668,14922560,14922560#ivgStores,1
2669,12186336,12186336#eBags,1
2670,12186471,12186471#eBags,1
2671,14922634,14922634#ivgStores,1
2672,14922751,14922751#ivgStores,1
2673,12186740,12186740#eBags,1
2674,12186755,12186755#eBags,1
2675,14926516,14926516#ivgStores,1
2676,12186905,12186905#eBags,1
2677,14928447,14928447#ivgStores,1
2678,14928629,14928629#ivgStores,1
2679,14929290,14929290#ivgStores,1
2680,12187175,12187175#eBags,1
2681,14931492,14931492#ivgStores,1
2682,12187867,12187867#eBags,1
2683,12327911,12327911#eBags,1
2684,14972052,14972052#ivgStores,1
2685,12342840,12342840#eBags,1
2686,15054330,15054330#ivgStores,1
2687,15074425,15074425#ivgStores,1
2688,15074495,15074495#ivgStores,1
2689,15152124,15152124#ivgStores,1
2690,12361424,12361424#eBags,1
2691,15152129,15152129#ivgStores,1
2692,12361439,12361439#eBags,1
2693,15268332,15268332#ivgStores,1
2694,15413278,15413278#ivgStores,1
2695,12427596,12427596#eBags,1
2696,12471945,12471945#eBags,1
2697,12471946,12471946#eBags,1
2698,39087048,39087048#Drill Spot LLC,1
2699,12528318,12528318#eBags,1
2700,12548324,12548324#eBags,1
2701,39087729,39087729#Drill Spot LLC,1
2702,13219502,13219502#eBags,1
2703,13219544,13219544#eBags,1
2704,13219557,13219557#eBags,1
2705,13246634,13246634#eBags,1
2706,13252783,13252783#eBags,1
2707,29990411,29990411#Perf-Moto,1
2708,13730083,13730083#eBags,1
2709,29991166,29991166#Perf-Moto,1
2710,14089729,14089729#eBags,1
2711,14262059,14262059#eBags,1
2712,14313468,14313468#eBags,1
2713,39149717,39149717#Drill Spot LLC,1
2714,14574775,14574775#eBags,1
2715,14574781,14574781#eBags,1
2716,16203508,16203508#ivgStores,1
2717,39297050,39297050#Drill Spot LLC,1
2718,14659986,14659986#eBags,1
2719,35890860,35890860#Drill Spot LLC,1
2720,14710194,14710194#eBags,1
2721,14710287,14710287#eBags,1
2722,14898943,14898943#eBags,1
2723,14938820,14938820#eBags,1
2724,14972530,14972530#eBags,1
2725,16352506,16352506#ivgStores,1
2726,15040732,15040732#eBags,1
2727,15040734,15040734#eBags,1
2728,15040751,15040751#eBags,1
2729,15040756,15040756#eBags,1
2730,15040762,15040762#eBags,1
2731,15042403,15042403#eBags,1
2732,15053810,15053810#eBags,1
2733,15062936,15062936#eBags,1
2734,38691504,38691504#Drill Spot LLC,1
2735,15129395,15129395#eBags,1
2736,15524241,15524241#eBags,1
2737,15525084,15525084#eBags,1
2738,15525105,15525105#eBags,1
2739,15525137,15525137#eBags,1
2741,15574573,15574573#eBags,1
2742,15641228,15641228#eBags,1
2743,15716920,15716920#eBags,1
2744,15722419,15722419#eBags,1
2745,15739171,15739171#eBags,1
2746,15751607,15751607#eBags,1
2747,15758867,15758867#eBags,1
2748,15833207,15833207#eBags,1
2749,15846621,15846621#eBags,1
2750,15926979,15926979#eBags,1
2751,16536949,16536949#ivgStores,1
2752,16539622,16539622#ivgStores,1
2753,39087111,39087111#Drill Spot LLC,1
2754,16561016,16561016#ivgStores,1
2755,16225396,16225396#eBags,1
2756,16225411,16225411#eBags,1
2757,16332618,16332618#eBags,1
2758,16453793,16453793#eBags,1
2759,16454001,16454001#eBags,1
2760,16480773,16480773#eBags,1
2761,16489764,16489764#eBags,1
2762,16489921,16489921#eBags,1
2763,16529136,16529136#eBags,1
2764,16541544,16541544#eBags,1
2765,16541546,16541546#eBags,1
2766,16829709,16829709#ivgStores,1
2767,16829807,16829807#ivgStores,1
2768,16561899,16561899#eBags,1
2769,16565647,16565647#eBags,1
2770,16621319,16621319#eBags,1
2771,16660740,16660740#eBags,1
2772,16660753,16660753#eBags,1
2773,39088009,39088009#Drill Spot LLC,1
2774,39088045,39088045#Drill Spot LLC,1
2775,16794809,16794809#eBags,1
2776,16794810,16794810#eBags,1
2777,16794863,16794863#eBags,1
2778,16794866,16794866#eBags,1
2779,16927128,16927128#eBags,1
2780,16946433,16946433#eBags,1
2781,16946449,16946449#eBags,1
2782,17032630,17032630#eBags,1
2783,17117863,17117863#eBags,1
2784,17129626,17129626#eBags,1
2785,17209474,17209474#eBags,1
2786,17211243,17211243#eBags,1
2787,17211255,17211255#eBags,1
2788,17212349,17212349#eBags,1
2789,17270660,17270660#eBags,1
2790,17292076,17292076#eBags,1
2791,17352780,17352780#eBags,1
2792,17196167,17196167#ivgStores,1
2793,39225553,39225553#Drill Spot LLC,1
2794,17218962,17218962#ivgStores,1
2795,17218981,17218981#ivgStores,1
2796,17219038,17219038#ivgStores,1
2797,17395973,17395973#eBags,1
2798,17396009,17396009#eBags,1
2799,17756886,17756886#eBags,1
2800,17756896,17756896#eBags,1
2801,17323991,17323991#ivgStores,1
2802,17787018,17787018#eBags,1
2803,17787035,17787035#eBags,1
2804,17811886,17811886#eBags,1
2805,19236946,19236946#eBags,1
2806,19325546,19325546#eBags,1
2807,19325569,19325569#eBags,1
2808,19329745,19329745#eBags,1
2809,39086744,39086744#Drill Spot LLC,1
2810,17395971,17395971#ivgStores,1
2811,17395975,17395975#ivgStores,1
2812,19341661,19341661#eBags,1
2813,19341670,19341670#eBags,1
2814,39086893,39086893#Drill Spot LLC,1
2815,19417669,19417669#eBags,1
2816,39086993,39086993#Drill Spot LLC,1
2817,19418581,19418581#eBags,1
2818,19480530,19480530#eBags,1
2819,19480538,19480538#eBags,1
2820,19486613,19486613#eBags,1
2821,19486752,19486752#eBags,1
2822,19486769,19486769#eBags,1
2823,19486994,19486994#eBags,1
2824,19500499,19500499#eBags,1
2825,19500506,19500506#eBags,1
2826,19500509,19500509#eBags,1
2827,19512295,19512295#eBags,1
2828,19515753,19515753#eBags,1
2829,19519744,19519744#eBags,1
2830,19530835,19530835#eBags,1
2831,19592349,19592349#eBags,1
2832,19612943,19612943#eBags,1
2833,19612977,19612977#eBags,1
2834,19691455,19691455#eBags,1
2835,19853734,19853734#eBags,1
2836,19977245,19977245#eBags,1
2837,10334950,10334950#eBags,1
2838,10910316,10910316#eBags,1
2839,10988697,10988697#eBags,1
2840,11068315,11068315#eBags,1
2841,11997504,11997504#eBags,1
2842,11997522,11997522#eBags,1
2843,12086229,12086229#eBags,1
2844,12179438,12179438#eBags,1
2845,12179580,12179580#eBags,1
2846,39148124,39148124#Drill Spot LLC,1
2847,12179782,12179782#eBags,1
2848,12180056,12180056#eBags,1
2849,39149817,39149817#Drill Spot LLC,1
2850,12180057,12180057#eBags,1
2851,12181611,12181611#eBags,1
2852,12181755,12181755#eBags,1
2853,12181791,12181791#eBags,1
2854,12181965,12181965#eBags,1
2855,12182242,12182242#eBags,1
2856,12183186,12183186#eBags,1
2857,12183193,12183193#eBags,1
2858,12183715,12183715#eBags,1
2859,12184107,12184107#eBags,1
2860,12184528,12184528#eBags,1
2861,12184897,12184897#eBags,1
2862,12184903,12184903#eBags,1
2863,12184987,12184987#eBags,1
2864,12185201,12185201#eBags,1
2865,39086378,39086378#Drill Spot LLC,1
2866,39086408,39086408#Drill Spot LLC,1
2867,17730125,17730125#ivgStores,1
2868,12187450,12187450#eBags,1
2869,12187608,12187608#eBags,1
2870,12327914,12327914#eBags,1
2871,12343008,12343008#eBags,1
2872,12348929,12348929#eBags,1
2873,39087365,39087365#Drill Spot LLC,1
2874,12359934,12359934#eBags,1
2875,12359936,12359936#eBags,1
2876,12359942,12359942#eBags,1
2877,12425772,12425772#eBags,1
2878,39105167,39105167#Drill Spot LLC,1
2879,12427220,12427220#eBags,1
2880,12427620,12427620#eBags,1
2881,12427649,12427649#eBags,1
2882,12427650,12427650#eBags,1
2883,12534735,12534735#eBags,1
2884,30384765,30384765#Drill Spot LLC,1
2885,13219550,13219550#eBags,1
2886,13246420,13246420#eBags,1
2887,13246425,13246425#eBags,1
2888,19622612,19622612#ivgStores,1
2889,38691322,38691322#Drill Spot LLC,1
2890,13246713,13246713#eBags,1
2891,13730096,13730096#eBags,1
2892,14089785,14089785#eBags,1
2893,14247829,14247829#eBags,1
2894,14292506,14292506#eBags,1
2895,14325391,14325391#eBags,1
2896,14574782,14574782#eBags,1
2897,14585175,14585175#eBags,1
2898,39087206,39087206#Drill Spot LLC,1
2899,14662308,14662308#eBags,1
2900,14662408,14662408#eBags,1
2901,14710192,14710192#eBags,1
2902,14898740,14898740#eBags,1
2903,39087587,39087587#Drill Spot LLC,1
2904,14898773,14898773#eBags,1
2905,14898813,14898813#eBags,1
2906,14898940,14898940#eBags,1
2907,14938782,14938782#eBags,1
2908,14972537,14972537#eBags,1
2909,14972545,14972545#eBags,1
2910,14977237,14977237#eBags,1
2911,15040733,15040733#eBags,1
2912,10056409,10056409#ivgStores,1
2913,15060483,15060483#eBags,1
2914,15060484,15060484#eBags,1
2915,15062946,15062946#eBags,1
2916,10363834,10363834#ivgStores,1
2917,15129404,15129404#eBags,1
2918,10363848,10363848#ivgStores,1
2919,15161637,15161637#eBags,1
2920,15161683,15161683#eBags,1
2921,10543801,10543801#ivgStores,1
2922,15222288,15222288#eBags,1
2923,15223246,15223246#eBags,1
2924,39105103,39105103#Drill Spot LLC,1
2925,15229590,15229590#eBags,1
2926,15524250,15524250#eBags,1
2927,15525102,15525102#eBags,1
2928,15525107,15525107#eBags,1
2929,39105562,39105562#Drill Spot LLC,1
2930,15525110,15525110#eBags,1
2931,15525132,15525132#eBags,1
2932,15529129,15529129#eBags,1
2933,39105609,39105609#Drill Spot LLC,1
2934,15580565,15580565#eBags,1
2935,10982125,10982125#ivgStores,1
2936,10988735,10988735#ivgStores,1
2937,11073642,11073642#ivgStores,1
2938,15637073,15637073#eBags,1
2939,15637096,15637096#eBags,1
2940,29844223,29844223#Perf-Moto,1
2941,15657734,15657734#eBags,1
2942,11085458,11085458#ivgStores,1
2943,15657919,15657919#eBags,1
2944,15722348,15722348#eBags,1
2945,11684424,11684424#ivgStores,1
2946,11968845,11968845#ivgStores,1
2947,11988333,11988333#ivgStores,1
2948,15738971,15738971#eBags,1
2949,39148120,39148120#Drill Spot LLC,1
2950,15751685,15751685#eBags,1
2951,15759873,15759873#eBags,1
2952,15833759,15833759#eBags,1
2953,12185430,12185430#ivgStores,1
2954,15841965,15841965#eBags,1
2955,15846618,15846618#eBags,1
2956,15926975,15926975#eBags,1
2957,12321687,12321687#ivgStores,1
2958,12343506,12343506#ivgStores,1
2959,16225403,16225403#eBags,1
2960,12343844,12343844#ivgStores,1
2961,16332621,16332621#eBags,1
2962,16419362,16419362#eBags,1
2963,16453797,16453797#eBags,1
2964,16480766,16480766#eBags,1
2965,16489715,16489715#eBags,1
2966,16489723,16489723#eBags,1
2967,16489777,16489777#eBags,1
2968,16530319,16530319#eBags,1
2969,16541376,16541376#eBags,1
2970,16541543,16541543#eBags,1
2971,16541547,16541547#eBags,1
2972,16565530,16565530#eBags,1
2973,13056403,13056403#ivgStores,1
2974,13056483,13056483#ivgStores,1
2975,16565639,16565639#eBags,1
2976,13056539,13056539#ivgStores,1
2977,16565640,16565640#eBags,1
2978,13056554,13056554#ivgStores,1
2979,13056560,13056560#ivgStores,1
2980,13056613,13056613#ivgStores,1
2981,13056616,13056616#ivgStores,1
2982,13056650,13056650#ivgStores,1
2983,13056923,13056923#ivgStores,1
2984,13056945,13056945#ivgStores,1
2985,13056956,13056956#ivgStores,1
2986,13056965,13056965#ivgStores,1
2987,13072993,13072993#ivgStores,1
2988,13077977,13077977#ivgStores,1
2989,13081298,13081298#ivgStores,1
2990,16660705,16660705#eBags,1
2991,13081299,13081299#ivgStores,1
2992,16660752,16660752#eBags,1
2993,16660807,16660807#eBags,1
2994,13213411,13213411#ivgStores,1
2995,16680275,16680275#eBags,1
2996,16794850,16794850#eBags,1
2997,16794867,16794867#eBags,1
2998,16873898,16873898#eBags,1
2999,16914016,16914016#eBags,1
3000,17129658,17129658#eBags,1
3001,17165096,17165096#eBags,1
3002,17211220,17211220#eBags,1
3003,17211225,17211225#eBags,1
3004,17211227,17211227#eBags,1
3005,17211234,17211234#eBags,1
3006,17212350,17212350#eBags,1
3007,29850138,29850138#Perf-Moto,1
3008,17323889,17323889#eBags,1
3009,17395924,17395924#eBags,1
3010,17396013,17396013#eBags,1
3011,14235499,14235499#ivgStores,1
3012,17756884,17756884#eBags,1
3013,17756885,17756885#eBags,1
3014,14554537,14554537#ivgStores,1
3015,17771278,17771278#eBags,1
3016,17787032,17787032#eBags,1
3017,17811880,17811880#eBags,1
3018,17811884,17811884#eBags,1
3019,17811926,17811926#eBags,1
3020,39105193,39105193#Drill Spot LLC,1
3021,39105289,39105289#Drill Spot LLC,1
3022,19299333,19299333#eBags,1
3023,19299361,19299361#eBags,1
3024,19325547,19325547#eBags,1
3025,19325550,19325550#eBags,1
3026,19341642,19341642#eBags,1
3027,19414024,19414024#eBags,1
3028,19480519,19480519#eBags,1
3029,19486993,19486993#eBags,1
3030,19500428,19500428#eBags,1
3031,19500512,19500512#eBags,1
3032,14867678,14867678#ivgStores,1
3033,19500517,19500517#eBags,1
3034,19502571,19502571#eBags,1
3035,19502614,19502614#eBags,1
3036,19519670,19519670#eBags,1
3037,19519679,19519679#eBags,1
3038,19519697,19519697#eBags,1
3039,19519709,19519709#eBags,1
3040,19519716,19519716#eBags,1
3041,19519721,19519721#eBags,1
3042,19519741,19519741#eBags,1
3043,19519745,19519745#eBags,1
3044,14894193,14894193#ivgStores,1
3045,19530788,19530788#eBags,1
3046,19530829,19530829#eBags,1
3047,19534646,19534646#eBags,1
3048,19581630,19581630#eBags,1
3049,19581633,19581633#eBags,1
3050,19581650,19581650#eBags,1
3051,14915792,14915792#ivgStores,1
3052,19612971,19612971#eBags,1
3053,19612974,19612974#eBags,1
3054,14916273,14916273#ivgStores,1
3055,19756593,19756593#eBags,1
3056,40820046,40820046#Drill Spot LLC,1
3057,10333816,10333816#eBags,1
3058,10334953,10334953#eBags,1
3059,10983394,10983394#eBags,1
3060,11068317,11068317#eBags,1
3061,11068327,11068327#eBags,1
3062,11068337,11068337#eBags,1
3063,11068340,11068340#eBags,1
3064,11090785,11090785#eBags,1
3065,11319368,11319368#eBags,1
3066,11319373,11319373#eBags,1
3067,11997518,11997518#eBags,1
3068,14927359,14927359#ivgStores,1
3069,14928046,14928046#ivgStores,1
3070,14928327,14928327#ivgStores,1
3071,12180669,12180669#eBags,1
3072,12180670,12180670#eBags,1
3073,14972031,14972031#ivgStores,1
3074,12181613,12181613#eBags,1
3075,12181721,12181721#eBags,1
3076,12182157,12182157#eBags,1
3077,12182310,12182310#eBags,1
3078,12183202,12183202#eBags,1
3079,12183218,12183218#eBags,1
3080,12183395,12183395#eBags,1
3081,12183403,12183403#eBags,1
3082,15199976,15199976#ivgStores,1
3083,12183810,12183810#eBags,1
3084,12184345,12184345#eBags,1
3085,12184527,12184527#eBags,1
3086,15268360,15268360#ivgStores,1
3087,12184679,12184679#eBags,1
3088,12184882,12184882#eBags,1
3089,15413256,15413256#ivgStores,1
3090,12184997,12184997#eBags,1
3091,15523691,15523691#ivgStores,1
3092,12185796,12185796#eBags,1
3093,12185797,12185797#eBags,1
3094,12186026,12186026#eBags,1
3095,12186065,12186065#eBags,1
3096,12186750,12186750#eBags,1
3097,12187131,12187131#eBags,1
3098,12187135,12187135#eBags,1
3099,12327498,12327498#eBags,1
3100,12342246,12342246#eBags,1
3101,29864741,29864741#Perf-Moto,1
3102,12342992,12342992#eBags,1
3103,12359943,12359943#eBags,1
3104,40821534,40821534#Drill Spot LLC,1
3105,12360591,12360591#eBags,1
3106,15766765,15766765#ivgStores,1
3107,12426009,12426009#eBags,1
3108,12426225,12426225#eBags,1
3109,12427353,12427353#eBags,1
3110,12427656,12427656#eBags,1
3111,12427869,12427869#eBags,1
3112,12427888,12427888#eBags,1
3113,15860307,15860307#ivgStores,1
3114,12471947,12471947#eBags,1
3115,12548339,12548339#eBags,1
3116,13022874,13022874#eBags,1
3117,16401827,16401827#ivgStores,1
3118,16401830,16401830#ivgStores,1
3119,16422764,16422764#ivgStores,1
3120,13059370,13059370#eBags,1
3121,13219577,13219577#eBags,1
3122,13241062,13241062#eBags,1
3123,13246474,13246474#eBags,1
3124,13316601,13316601#eBags,1
3125,40821707,40821707#Drill Spot LLC,1
3126,13366607,13366607#eBags,1
3127,13447864,13447864#eBags,1
3128,13730084,13730084#eBags,1
3129,13730107,13730107#eBags,1
3130,13847669,13847669#eBags,1
3131,14245153,14245153#eBags,1
3132,14291342,14291342#eBags,1
3133,14291376,14291376#eBags,1
3134,14292508,14292508#eBags,1
3135,14311154,14311154#eBags,1
3136,16523657,16523657#ivgStores,1
3137,14313251,14313251#eBags,1
3138,14313254,14313254#eBags,1
3139,14574776,14574776#eBags,1
3140,14574777,14574777#eBags,1
3141,14710290,14710290#eBags,1
3142,14898796,14898796#eBags,1
3143,14903827,14903827#eBags,1
