@info
{
    "table":{
        "name":"TableA_skd",
        "description":"",
        "idAttrib":{
            "name":"filename",
            "type":"TEXT"
        },
        "projectName":"el_325_skd",
        "attributes":[
            {
                "name":"filename",
                "type":"TEXT"
            },
            {
                "name":"book_name",
                "type":"TEXT"
            },
            {
                "name":"contributors",
                "type":"TEXT"
            },
            {
                "name":"Hardcover",
                "type":"TEXT"
            },
            {
                "name":"Paperback",
                "type":"TEXT"
            },
            {
                "name":"NOOK Book",
                "type":"TEXT"
            },
            {
                "name":"Audiobook",
                "type":"TEXT"
            },
            {
                "name":"ISBN-13",
                "type":"TEXT"
            },
            {
                "name":"Series",
                "type":"TEXT"
            },
            {
                "name":"Publisher",
                "type":"TEXT"
            },
            {
                "name":"Publication Date",
                "type":"TEXT"
            },
            {
                "name":"Sales rank",
                "type":"TEXT"
            },
            {
                "name":"Pages",
                "type":"TEXT"
            },
            {
                "name":"Product dimensions",
                "type":"TEXT"
            }
        ]
    }
}

@data
filename:TEXT,book_name:TEXT,contributors:TEXT,Hardcover:TEXT,Paperback:TEXT,NOOK Book:TEXT,Audiobook:TEXT,ISBN-13:TEXT,Series:TEXT,Publisher:TEXT,Publication Date:TEXT,Sales rank:TEXT,Pages:TEXT,Product dimensions:TEXT
1819.html,Manga Studio For Dummies,Doug Hills# Michael Rhodes,,$19.37,$12.99,,9780470129869,For Dummies Series,Wiley,,"618,923",384,7.30(w) x 9.10(h) x 1.10(d)
1820.html,Beginning WPF 4.5 by Full Example VB.Net,Stephen Thomas,,,,,9781304874313,,Lulu.com,,"382,147",,
1821.html,SQL for MySQL: A Beginner's Tutorial,Djoni Darmawikarta,,,,,2940150509566,,Brainy Software,,"382,109",140,
1822.html,"The Tutorial Bank: 3D, VFX, & Motion Graphics",Sarah O'Connor,,,,,2940152251159,,Raavi Design,,"381,947",,
1823.html,Microsoft Excel 2010 In Depth,Bill Jelen,,$24.58,$18.49,,9780789743084,In Depth Series,Que,,"552,761",1114,7.00(w) x 8.90(h) x 2.40(d)
1824.html,Fanuc CNC Custom Macros,Peter Smid,,,,,9780831131579,,"Industrial Press, Inc.",,"381,685",336,7.70(w) x 10.00(h) x 1.10(d)
1825.html,The Definitive Guide to HTML5,Adam Freeman,,$35.87,$26.99,,9781430239604,,Apress,,"867,639",1080,7.50(w) x 9.20(h) x 2.20(d)
1826.html,Programming for the Absolute Beginner,Jerry Lee Jr. Ford,,,,,9781598637564,Absolute Beginner,Course Technology PTR,,"380,470",,
1827.html,Minecraft: Redstone Guide - The Ultimate Guide to Maximizing Redstone's Capacity!,DigiDiz Guides,,,,,9782765915881,,DigiDiz Guides,,"380,391",,
1828.html,Keyword Filter Testing Manual,A. Datta,,,,,2940011129551,,A. Datta,,"380,119",,
1829.html,"Word To E-PUB for Nook, Apple, Sony, and other EPUB readers Word To Mobi for Kindle, Kindle Fire and other Mobi readers. (Quick Guide)",Ken Rander,,,,,2940045242394,,Ken Rander,,"380,169",,
1830.html,MEAN Web Development,Amos Q. Haviv,,$49.99,$20.99,,9781783983292,,Packt Publishing,,"380,192",,
1831.html,Break into the Game Industry: How to Get a Job Making Video Games (Career Series) / Edition 1,Ernest Adams,,$26.27,$19.49,,9780072226607,Consumer Series,McGraw-Hill Professional Publishing,,"380,272",352,7.40(w) x 9.20(h) x 0.69(d)
1832.html,Get 10000 Views On YouTube,Lou Diamond,,,,,2940013283824,,Lou Diamond,,"380,164",,
1833.html,"CompTIA A+ Certification Practice Exams, Second Edition (Exams 220-801 & 220-802)",James Pyles# Michael Chapple# Michael Pastore,,,$22.50,,9780071792295,,McGraw-Hill Education,,"380,013",416,
1834.html,A Newbies Guide to NOOK Tablet: The Beginners Guide Doing Everything from Hacking and Rooting to Finding Free Books and Emailing,Minute Help Guides,,,,,2940013527218,,Minute Help Press,,"379,863",,
1835.html,iCloud and iTunes Match In A Day For Dummies,Barbara Boyd,,,,,9781118397954,In A Day For Dummies,Wiley,,"379,885",96,
1836.html,Firefox For Dummies,Blake Ross,,$17.16,$13.99,,9780471748991,For Dummies Series,Wiley,,"560,633",384,7.50(w) x 9.25(h) x 0.80(d)
1837.html,EZ Guides: Batman: Arkham City,CheatsUnlimited,,,,,2940033237920,,CheatsUnlimited,,"379,454",,
1838.html,Switching from Windows to Mac: The Unofficial Guide to Making a Seamless Switch to Mac OS Yosemite,Scott La Counte,,$7.99,$2.99,,2940151589451,,Douglas Editions,,"379,282",,
1839.html,Using Microsoft InfoPath 2010 with Microsoft SharePoint 2010 Step by Step,Darvish Shadravan# Laura Rogers,,$24.44,$16.49,,9780735662063,Step by Step Series,Microsoft Press,,"423,304",480,7.40(w) x 9.00(h) x 1.30(d)
1840.html,Cisco CCNA First Step - Study Guide,Douglas Chick,,,,,2940149073221,,TheNetworkAdministrator.com,,"378,811",,
1841.html,Are Your Lights On?,Donald C Gause# Gerald Weinberg# Sally Cox,, ,$6.99,,2940012304674,,Gerald Weinberg,,"378,562",176,
1842.html,The Complete Photo Manual (Popular Photography): 300+ Skills and Tips for Making Great Pictures,Editors of Popular Photography Magazine# Lucie Parker,$24.24,$20.70,,,9781616282950,,Weldon Owen,,"394,828",256,7.44(w) x 9.40(h) x 0.93(d)
1843.html,8 Ball Pool Game Guide,Joshua J Abbott,,$9.99,$4.99,,9782765914471,,Osmora Inc.,,"384,908",,
1844.html,Languages and Machines: An Introduction to the Theory of Computer Science / Edition 3,Thomas A. Sudkamp,$136.76,,,,9780321322210,,Pearson,,"388,307",672,6.20(w) x 9.20(h) x 1.50(d)
1845.html,"iPhone 4 For Dummies, Mini Edition",Edward C. Baig# Bob LeVitus,,,,,9781118037720,,"Wiley, John & Sons, Incorporated",,"388,278",,
1846.html,Options Trading For The Beginner,Craig Scott,,,,,2940151430500,,Craig Scott,,"388,083",,
1847.html,Microsoft SharePoint 2013 Plain & Simple,Johnathan Lightfoot# Michelle Lopez# Scott Metker,,$23.04,$13.99,,9780735667006,,Microsoft Press,,"421,302",464,9.10(w) x 7.30(h) x 0.75(d)
1848.html,Gregg College Keyboarding & Document Processing (GDP); Lessons 1-20 text / Edition 11,Scot Ober# Jack Johnson# Arlene Zimmerly,,,,,9780077344221,,McGraw-Hill Higher Education,,"387,822",160,8.40(w) x 10.80(h) x 0.30(d)
1849.html,The World and Mind of Computation and Complexity,Gregg Schaffter Jr,,,,,2940044244610,,"Gregg Schaffter, Jr",,"389,285",,
1850.html,Random Battles: A Gamer's Guide to What the Crap is Happening in the Games Industry,Zachary Knight,,,,,2940032942115,,Zachary Knight,,"388,653",,
1851.html,IT Auditing Using Controls to Protect Information Assets / Edition 2,Chris Davis# Kevin Wheeler# Mike Schiller,,$45.08,$54.00,,9780071742382,,McGraw-Hill Professional Publishing,,"389,806",512,7.30(w) x 9.00(h) x 1.00(d)
1852.html,"GAME OF WAR FIRE AGE CHEATS, HACKS, WIKI, CODES + MORE!",HSE,,,,,9781681055077,,HSE,,"389,650",,
1853.html,Average Is Over: Powering America Beyond the Age of the Great Stagnation,Tyler Cowen,$24.83,$12.24,$9.99,,9780142181119,,Penguin Publishing Group,,"516,539",304,
1854.html,Applying UML and Patterns: An Introduction to Object-Oriented Analysis and Design and Iterative Development / Edition 3,Craig Larman,$67.99,,,,9780131489066,,Prentice Hall,,"389,417",704,8.37(w) x 10.25(h) x 1.64(d)
1855.html,Building eCommerce Applications,Developers from DevZone,,,,,9781449318611,,"O'Reilly Media, Incorporated",,"389,851",242,
1856.html,"Chromebook User Manual: Guide for Chrome OS Apps, Tips & Tricks!",Shelby Johnson,,,,,9781501437335,,RAM Internet Media,,"390,714",,
1857.html,Adsense Profits Exposed,Anonymous,,,,,2940013156357,,qasim idrees,,"390,920",,
1858.html,Teach Yourself VISUALLY iMac,Guy Hart-Davis,,$23.71,$15.99,,9781118768068,Teach Yourself VISUALLY (Tech) Series,Wiley,,"391,443",384,7.40(w) x 9.10(h) x 0.90(d)
1859.html,The Ultimate Minecraft Creator: The Unofficial Building Guide to Minecraft & Other Games,Triumph Books,,$11.58,$8.49,,9781629370422,,Triumph Books,,"391,548",208,6.00(w) x 8.90(h) x 0.60(d)
1860.html,"Sams Teach Yourself PHP, MySQL and Apache All in One",Julie Meloni,,$24.43,$17.99,,9780672335433,Sams Teach Yourself Series,Sams,,"391,771",672,7.00(w) x 9.00(h) x 1.50(d)
1861.html,SharePoint 2010 For Dummies,Vanessa L. Williams,,$19.47,$15.99,,9781118273814,For Dummies Series,Wiley,,"391,789",504,7.30(w) x 9.10(h) x 1.20(d)
1862.html,Photoshop for Lightroom Users,Scott Kelby,,$24.13,$18.49,,9780321968708,Voices That Matter Series,New Riders,,"241,948",192,9.70(w) x 12.10(h) x 0.70(d)
1863.html,Social Physics: How Social Networks Can Make Us Smarter,Alex Pentland,,$13.87,,,9780143126331,,Penguin Publishing Group,,"391,910",320,
1864.html,Phishing Dark Waters: The Offensive and Defensive Sides of Malicious Emails,Christopher Hadnagy# Michele Fincher,,$20.97,$18.49,,9781118958476,,Wiley,,"391,991",224,5.90(w) x 8.90(h) x 0.60(d)
1865.html,Beginning Java Programming: The Object-Oriented Approach,Bart Baesens# Aimee Backiel# Seppe vanden Broucke,,$32.68,$25.99,,9781118739495,,Wiley,,"392,115",672,7.30(w) x 9.00(h) x 1.30(d)
1866.html,"HTML and CSS in 24 Hours, Sams Teach Yourself (Updated for HTML5 and CSS3)",Julie C. Meloni,,$26.25,$15.49,,9780672336140,,Sams,,"392,302",480,7.40(w) x 9.00(h) x 0.90(d)
1867.html,Professional AngularJS,Valeri Karpov# Diego Netto,,$34.87,$25.99,,9781118832073,,Wiley,,"392,328",408,7.30(w) x 9.10(h) x 0.80(d)
1868.html,"Computer Basics Absolute Beginner's Guide, Windows 10 Edition (includes Content Update Program)",Michael Miller,,$19.37,$11.99,,9780789754516,Absolute Beginner's Guide Series,Que,,"392,375",432,7.00(w) x 9.00(h) x 1.00(d)
1869.html,Galaxy S5,Preston Gralla,,$19.04,$11.99,,9781491904534,,"O'Reilly Media, Incorporated",,"392,399",458,6.00(w) x 8.90(h) x 1.10(d)
1870.html,Learning 2D Game Development with Unity: A Hands-On Guide to Game Creation,Matthew Johnson# James A. Henley,,$27.48,$19.99,,9780321957726,Learning Series,Addison-Wesley,,"392,526",384,7.00(w) x 8.90(h) x 0.90(d)
1871.html,Legend of Zelda: Skyward Sword: Prima Official Game Guide,Alicia Ashby, ,$24.99,,,9780307892027,,DK Games,,"392,687",336,7.98(w) x 10.76(h) x 0.48(d)
1872.html,Pokemon Black Version 2 & Pokemon White Version 2 Scenario Guide: The Official Pokemon Strategy Guide,Pokemon Company International,,,,,9780307895615,,DK Games,,"392,732",464,8.00(w) x 10.80(h) x 0.62(d)
1873.html,Ultimate Guide to Video Game Writing & Design,Flint Dille# John Zuur Platten,,$14.66,,,9781580650663,,Potter/Ten Speed/Harmony,,"392,835",272,6.00(w) x 9.00(h) x 0.54(d)
1874.html,CHFI Computer Hacking Forensic Investigator Certification All-in-One Exam Guide,Charles L. Brooks,$35.12,,$28.99,,9780071831567,All-in-One Series,McGraw-Hill Professional Publishing,,"392,890",656,7.50(w) x 9.30(h) x 1.10(d)
1875.html,Learning R,Richard Cotton,,$24.68,$15.49,,9781449357108,,"O'Reilly Media, Incorporated",,"393,081",400,6.90(w) x 9.00(h) x 0.90(d)
1876.html,"Violent Python: A Cookbook for Hackers, Forensic Analysts, Penetration Testers and Security Engineers",TJ O'Connor,,$34.85,$28.49,,9781597499576,,Elsevier Science,,"393,142",288,7.50(w) x 9.10(h) x 0.70(d)
1877.html,Joomla 3 Explained: Your Step-By-Step Guide,Stephen Burge,,$26.36,$17.99,,9780321943224,Joomla! Press Series,Addison-Wesley,,"393,190",380,7.00(w) x 9.00(h) x 1.00(d)
1878.html,The Official Ubuntu Server Book / Edition 3,Kyle Rankin# Benjamin Mako Hill,,$23.40,$20.99,,9780133017533,,Prentice Hall,,"393,277",542,7.00(w) x 9.20(h) x 1.50(d)
1879.html,The Art of Evolve,2K Games,,,,,9781608875146,,Insight Editions LLC,,"393,306",192,9.60(w) x 12.10(h) x 0.90(d)
1880.html,Think Stats,Allen B. Downey,,$32.41,$14.99,,9781491907337,,"O'Reilly Media, Incorporated",,"393,352",226,6.90(w) x 9.10(h) x 0.60(d)
1881.html,Professional Access 2013 Programming,Teresa Hennig# Ben Clothier# George Hepworth# Dagi (Doug) Yudovich,,$37.99,$28.49,,9781118530832,,Wiley,,"242,746",888,9.20(w) x 7.40(h) x 1.60(d)
1882.html,Linux Essentials,Roderick W. Smith,,$24.94,$20.99,,9781118106792,,Wiley,,"393,365",368,7.30(w) x 9.20(h) x 0.90(d)
1883.html,InDesign CS6: Visual QuickStart Guide,Sandee Cohen,,$21.23,$16.49,,9780321822536,Visual QuickStart Guide Series,Peachpit Press,,"393,432",576,6.90(w) x 8.90(h) x 1.10(d)
1884.html,Learning Unix for OS X Mountain Lion: Using Unix and Linux Tools at the Command Line,Dave Taylor,,$19.52,$12.99,,9781449332310,,"O'Reilly Media, Incorporated",,"393,522",236,7.00(w) x 9.10(h) x 0.60(d)
1885.html,Apple Pro Training Series: Motion 5,Mark Spencer,,$39.20,$29.99,,9780321774682,,Peachpit Press,,"393,789",528,9.12(w) x 7.84(h) x 0.94(d)
1886.html,Canon EOS Rebel T3/1100D For Dummies,Julie Adair King# Robert Correll,,$18.31,$15.99,,9781118094976,For Dummies Series,Wiley,,"393,859",400,7.30(w) x 9.10(h) x 0.90(d)
1887.html,MCSA Windows Server 2012 R2 Administration Study Guide: Exam 70-411,William Panek,,$29.02,$20.99,,9781118870181,,Wiley,,"393,889",420,7.20(w) x 9.10(h) x 1.00(d)
1888.html,The Last of Us Signature Series Strategy Guide,BradyGames,,,,,9780744014587,,DK Games,,"394,010",304,
1889.html,Excel 2013 Charts and Graphs,Bill Jelen,,$28.99,$18.49,,9780789748621,MrExcel Library Series,Que,,"394,082",440,6.90(w) x 9.00(h) x 1.20(d)
1890.html,HTML5 Programming with JavaScript For Dummies,John Paul Mueller,,$17.93,$16.49,,9781118431665,For Dummies Series,Wiley,,"394,103",408,9.00(w) x 7.30(h) x 1.00(d)
1891.html,Fujifilm X100S: From Snapshots to Great Shots,Kevin Mullins,,$15.45,$11.99,,9780321984395,From Snapshots to Great Shots Series,Peachpit Press,,"394,270",288,7.40(w) x 9.00(h) x 0.70(d)
1892.html,Fabricated: The New World of 3D Printing,Hod Lipson# Melba Kurman,,$20.92,$15.49,,9781118350638,,Wiley,,"394,381",320,5.90(w) x 8.90(h) x 1.00(d)
1893.html,Macintosh Terminal Pocket Guide,Daniel J. Barrett,,$12.68,$4.99,,9781449328344,,"O'Reilly Media, Incorporated",,"394,429",230,4.20(w) x 6.90(h) x 0.60(d)
1894.html,CompTIA A+ Rapid Review (Exam 220-801 and Exam 220-802),Darril Gibson,,$22.80,$13.99,,9780735666825,Rapid Review Series,Microsoft Press,,"394,441",410,5.50(w) x 8.40(h) x 1.00(d)
1895.html,"Brand Media Strategy, 2nd Edition: Integrated Communications Planning in the Digital Era",Antony Young,$23.99,,,,9781137279569,,Palgrave Macmillan,,"394,500",256,6.00(w) x 9.30(h) x 1.00(d)
1896.html,"Beyond Bullet Points: Using Microsoft PowerPoint to Create Presentations that Inform, Motivate, and Inspire",Cliff Atkinson,,$20.87,$13.99,,9780735627352,Business Skills Series,Microsoft Press,,"394,529",352,7.40(w) x 9.00(h) x 1.00(d)
1897.html,Microsoft Office Project 2007 Step by Step [With CDROM],Carl Chatfield# Timothy Johnson D.,,$18.42,$13.99,,9780735623057,Microsoft Step by Step Series,Microsoft Press,,"394,688",560,7.40(w) x 8.90(h) x 1.30(d)
1898.html,The Cognitive Style of PowerPoint (2nd edition),Edward Tufte,,$7.00,,,9780961392161,,Graphics Press,,"394,921",31,13.68(w) x 9.54(h) x 0.17(d)
1899.html,Operating Systems DeMYSTiFieD,Ann McIver McHoes# Joli Ballew,,$14.13,$12.49,,9780071752268,Demystified Series,McGraw-Hill Professional Publishing,,"395,015",352,7.30(w) x 9.00(h) x 0.80(d)
1900.html,Magic Lantern Guides: Canon EOS Rebel T3i (EOS 600D) /T3 (EOS 1100D),Michael Guncheon,,,,,9781600596988,Magic Lantern Guides Series,Pixiq,,"395,323",336,5.10(w) x 7.50(h) x 0.80(d)
1901.html,Microsoft SQL Server 2012 Reporting Services,Stacia Misner,,$42.77,$28.99,,9780735658202,Developer Reference Series,Microsoft Press,,"395,603",1030,7.30(w) x 8.90(h) x 2.20(d)
1902.html,Microsoft Project 2007 For Dummies,Nancy C. Muir,,$18.21,$12.99,,9780470036518,For Dummies Series,Wiley,,"395,645",408,7.40(w) x 9.20(h) x 0.85(d)
1903.html,Magic Lantern Guides: Nikon D300,Simon Stafford,,,,,9781600593055,Magic Lantern Guides Series,Lark Books NC,,"395,770",416,4.90(w) x 7.50(h) x 1.00(d)
1904.html,"OpenGL Programming Guide: The Official Guide to Learning OpenGL, Version 4.3 / Edition 8",Dave Shreiner# Graham Sellers# John M. Kessenich# Bill M. Licea-Kane,,$37.88,$38.39,,9780321773036,OpenGL Series,Addison-Wesley,,"395,962",935,7.00(w) x 9.10(h) x 2.00(d)
1905.html,Challenges for Game Designers / Edition 1,Brenda Brathwaite# Ian Schreiber,,$13.44,,,9781584505808,,Cengage Learning,,"396,155",317,7.30(w) x 9.10(h) x 0.90(d)
1906.html,Microinteractions: Full Color Edition: Designing with Details,Dan Saffer,,$19.36,$14.49,,9781491945926,,"O'Reilly Media, Incorporated",,"615,398",170,6.90(w) x 9.00(h) x 0.50(d)
1907.html,"MCSA Windows Server 2012 Complete Study Guide: Exams 70-410, 70-411, 70-412, and 70-417",William Panek,,$79.21,$51.99,,9781118544075,,Wiley,,"396,249",984,7.50(w) x 9.20(h) x 2.10(d)
1908.html,Designing with the Mind in Mind: Simple Guide to Understanding User Interface Design Guidelines / Edition 2,Jeff Johnson,,$36.81,$37.46,,9780124079144,,Elsevier Science,,"396,256",250,7.40(w) x 9.20(h) x 0.60(d)
1909.html,Adobe Illustrator CS5 Classroom in a Book,Adobe Creative Team,,$30.22,$25.49,,9780321701787,Classroom in a Book Series,Adobe Press,,"396,452",463,7.30(w) x 9.00(h) x 1.00(d)
1910.html,Lego Batman 2: DC Super Heroes: Prima Official Game Guide,Stephen Stratton,,,,,9780307895431,,DK Games,,"396,682",256,8.00(w) x 10.84(h) x 0.41(d)
1911.html,End-to-End QoS Network Design: Quality of Service for Rich-Media & Cloud Networks,Tim Szigeti# Christina Hattingh# Robert Barton# Kenneth Briley Jr.,$67.55,,$55.49,,9781587143694,Networking Technology Series,Cisco Press,,"396,695",1040,7.80(w) x 9.20(h) x 2.40(d)
1912.html,Teach Yourself VISUALLY Adobe Photoshop CS6,Mike Wooldridge,,$18.64,$15.99,,9781118196670,Teach Yourself VISUALLY (Tech) Series,Wiley,,"396,927",352,7.30(w) x 9.10(h) x 0.80(d)
1913.html,Vector Basic Training: A Systematic Creative Process for Building Precision Vector Artwork,Von R. Glitschka,,$32.02,$25.99,,9780321749598,Voices That Matter Series,New Riders,,"396,971",234,7.40(w) x 9.00(h) x 0.70(d)
1914.html,OpenGL ES 3.0 Programming Guide,Daniel Ginsburg# Budirijanto Purnomo# Dave Shreiner# Aaftab Munshi,,$40.01,$31.99,,9780321933881,OpenGL Series,Addison-Wesley,,"396,990",560,7.00(w) x 9.10(h) x 1.30(d)
1915.html,Word 2010 eLearning Kit For Dummies,Faithe Wempen# Lois Lowe,,$34.99,$18.49,,9781118336991,For Dummies Series,Wiley,,"397,000",352,7.30(w) x 9.10(h) x 0.80(d)
1916.html,Canon EOS Rebel T2i / 550D: From Snapshots to Great Shots,Jeff Revell,,$15.45,$11.99,,9780321733917,From Snapshots to Great Shots Series,Peachpit Press,,"397,328",277,7.40(w) x 9.00(h) x 0.50(d)
1917.html,Photoshop CS6: The Missing Manual,Lesa Snider,,$33.56,$27.49,,9781449316150,,"O'Reilly Media, Incorporated",,"397,923",862,6.90(w) x 9.10(h) x 1.60(d)
1918.html,Eclipse IDE: Pocket Guide,Ed Burnette,,$9.95,$6.99,,9780596100650,,"O'Reilly Media, Incorporated",,"397,848",130,4.25(w) x 7.00(h) x 0.36(d)
1919.html,GO! with Microsoft Office 2013 Volume 2 / Edition 1,Shelley Gaskin# Carol L. Martin# Nancy Graviett# Suzanne Marks,,,,,9780133411799,GO! Series,Prentice Hall,,"397,834",800,8.30(w) x 10.90(h) x 1.20(d)
1920.html,The Designful Company: How to build a culture of nonstop innovation (Voices That Matter Series),Marty Neumeier,,$19.39,$15.49,,9780321580061,Voices That Matter Series,New Riders,,"618,634",208,5.34(w) x 7.96(h) x 0.58(d)
1921.html,"Race Against the Machine: How the Digital Revolution is Accelerating Innovation, Driving Productivity, and Irreversibly Transforming Employment and the Economy",Erik Brynjolfsson,,$11.92,,,9780984725113,,Digital Frontier Press,,"397,973",100,6.00(w) x 9.00(h) x 0.21(d)
1922.html,Video Demystified: A Handbook for the Digital Engineer / Edition 5,Keith Jack,,$52.80,,,9780750683951,,Elsevier Science,,"398,433",944,7.58(w) x 9.22(h) x 1.37(d)
1923.html,Maran Illustrated Computers Guided Tour / Edition 1,Ruth Maran,,$24.99,,,9781592008803,Maran Illustrated Series,Cengage Learning,,"398,375",240,8.54(w) x 9.98(h) x 0.59(d)
1924.html,Nikon D50 Digital Field Guide,David D. Busch,,,,,9780471787464,Digital Field Guide Series,Wiley,,"398,225",272,6.00(w) x 9.00(h) x 0.50(d)
1925.html,The Photoshop and Painter Artist Tablet Book: Creative Techniques in Digital Painting Using Wacom and the iPad,Cher Pendarvis,,$37.74,$27.99,,9780321903358,,Peachpit Press,,"398,284",288,9.00(w) x 9.46(h) x 0.61(d)
1926.html,Excel Macros For Dummies,Michael Alexander,,$18.20,$15.99,,9781119089346,For Dummies Series,Wiley,,"421,491",288,7.30(w) x 9.10(h) x 0.50(d)
1927.html,PERL by Example / Edition 4,Ellie Quigley,,$31.16,,,9780132381826,,Prentice Hall,,"398,612",971,7.00(w) x 9.00(h) x 2.10(d)
1928.html,Programming Video Games for the Evil Genius,Ian Cinnamon,,$22.67,$15.99,,9780071497527,Evil Genius Series,McGraw-Hill Professional Publishing,,"398,608",319,8.30(w) x 11.30(h) x 0.70(d)
1929.html,Adobe After Effects CS6 Visual Effects and Compositing Studio Techniques,Mark Christiansen,,$41.13,$29.99,,9780321834591,,Adobe Press,,"398,582",496,7.36(w) x 8.86(h) x 0.86(d)
1930.html,Windows 8,BarCharts# Inc.,,,,,9781423219651,,"BarCharts, Incorporated",,"398,514",6,8.50(w) x 0.06(h) x 11.00(d)
1931.html,Assembly Language Step-by-Step: Programming with Linux / Edition 3,Jeff Duntemann,,$36.14,$37.49,,9780470497029,,Wiley,,"398,747",648,7.40(w) x 9.20(h) x 1.40(d)
1932.html,IBM Cognos Business Intelligence 10: The Official Guide,Dan Volitich# Gerard Ruppert,,$46.72,$40.49,,9780071775939,Official Guide Series,McGraw-Hill Professional Publishing,,"398,757",802,7.30(w) x 9.10(h) x 1.60(d)
1933.html,"Business and Legal Forms for Graphic Designers, Fourth Edition",Eva Doman Bruck# Tad Crawford,,,,,9781621532491,,Skyhorse Publishing,,"398,858",256,8.50(w) x 10.90(h) x 0.70(d)
1934.html,Agile Analytics: A Value-Driven Approach to Business Intelligence and Data Warehousing / Edition 1,Ken W. Collier,,$33.61,$31.99,,9780321504814,Agile Software Development Series,Addison-Wesley,,"398,923",368,6.90(w) x 9.10(h) x 1.00(d)
1935.html,AutoCAD Civil 3D 2015 Essentials: Autodesk Official Press,Eric Chappell,,$38.11,$25.99,,9781118871027,,Wiley,,"399,033",400,7.40(w) x 9.10(h) x 0.70(d)
1936.html,The Non-Designer's Presentation Book,Robin Williams,,$25.32,$16.49,,9780321656216,Non-Designer's Series,Peachpit Press,,"399,072",168,6.90(w) x 9.80(h) x 0.40(d)
1937.html,The iPhone Photographer: How to Take Professional Photographs with Your iPhone,Michael Fagans,,$18.19,$12.49,,9781608958870,,"Amherst Media, Incorporated",,"399,235",128,7.30(w) x 9.90(h) x 0.40(d)
1938.html,The Online Teaching Survival Guide: Simple and Practical Pedagogical Tips / Edition 1,Judith V. Boettcher# Rita-Marie Conrad,,$31.64,$35.49,,9780470423530,,Wiley,,"399,168",320,8.40(w) x 10.80(h) x 0.70(d)
1939.html,Professional Visual Basic 2012 and .NET 4.5 Programming,Bill Sheldon# Billy Hollis# Rob Windsor# David McCarter,,$38.32,$34.49,,9781118314456,,Wiley,,"399,171",912,7.30(w) x 9.20(h) x 1.70(d)
1940.html,Adobe Creative Suite 6 Design & Web Premium All-in-One For Dummies,Jennifer Smith# Christopher Smith# Fred Gerantabee,,$25.82,$20.99,,9781118168608,For Dummies Series,Wiley,,"399,275",1056,7.50(w) x 9.30(h) x 2.40(d)
1941.html,The Inmates Are Running the Asylum: Why High-Tech Products Drive Us Crazy and How to Restore the Sanity,Alan Cooper,$23.52,$26.60,,,9780672326141,,Sams,,"621,275",255,6.06(w) x 9.12(h) x 0.69(d)
1942.html,CTS-I Certified Technology Specialist-Installation Exam Guide,Shonan Noronha# InfoComm International,,$50.64,$46.49,,9780071835657,,McGraw-Hill Professional Publishing,,"399,319",550,7.30(w) x 9.00(h) x 4.40(d)
1943.html,The Little Schemer / Edition 4,Daniel P. Friedman# Matthias Felleisen,,$30.10,,,9780262560993,,MIT Press,,"399,449",210,
1944.html,"GTA 5 Game Guide: Grand Theft Auto Tricks, Strategies, Cheats, Tips and Secrets",Joseph Joyner,,$5.80,$4.49,,9781681274607,,Speedy Publishing LLC,,"399,439",28,6.00(w) x 9.00(h) x 0.06(d)
1945.html,Upgrading and Fixing Computers Do-it-Yourself For Dummies,Andy Rathbone,,$19.87,$12.99,,9780470557433,For Dummies Series,Wiley,,"399,434",340,7.90(w) x 9.90(h) x 0.80(d)
1946.html,David Busch's Portrait/Candid/Street Photography Compact Field Guide,David D. Busch,,,$9.79,,9781133601333,,Cengage Learning,,"1,284,993",,
1947.html,Real Digital Forensics: Computer Security and Incident Response,Keith J. Jones# Richard Bejtlich# Curtis W. Rose,,$42.02,,,9780321240699,,Addison-Wesley,,"399,603",688,6.90(w) x 9.00(h) x 1.50(d)
1948.html,The Image of the City / Edition 1,Kevin Lynch, ,$16.13,,,9780262620017,Harvard-MIT Joint Center for Urban Studies Series,MIT Press,,"399,874",208,
1949.html,Beginning C++ Through Game Programming / Edition 3,Michael Dawson,, ,,,9781435457423,,Cengage Learning,,"400,057",432,7.30(w) x 9.00(h) x 1.20(d)
1950.html,C# Design Pattern Essentials,Tony Bevis,,$28.50,$11.99,,9780956575869,,Ability First Limited,,"400,176",255,7.44(w) x 9.69(h) x 0.55(d)
1951.html,Beginning Lua Programming,Kurt Jung# Aaron Brown,,$28.61,$22.99,,9780470069172,Programmer to Programmer Series,Wiley,,"400,232",672,7.40(w) x 9.20(h) x 1.48(d)
1952.html,Mapping the Total Value Stream: A Comprehensive Guide for Production and Transactional Processes,Mark A. Nash# Sheila R. Poling,,$49.41,,,9781563273599,,Taylor & Francis,,"400,383",294,8.40(w) x 10.90(h) x 0.80(d)
1953.html,Enterprise Software Security: A Confluence of Disciplines,Kenneth R. van Wyk# Mark G. Graff# DSP# Diana L. Burley Ph.D,,$40.12,$31.49,,9780321604118,Addison-Wesley Software Security Series,Addison-Wesley,,"400,355",320,7.00(w) x 9.00(h) x 0.80(d)
1954.html,"Compilers: Principles, Techniques, and Tools / Edition 2",Alfred V. Aho# Ravi Sethi# Jeffrey D. Ullman# Monica S. Lam,$141.55,,,,9780321486813,,Pearson,,"400,574",1000,6.60(w) x 9.30(h) x 1.50(d)
